ticker,datetime,direction,entry,exit,stop,target,pnl,pnl_pct,exit_reason,bars_held,volume_ratio,breakeven_triggered
TSLA,2026-02-19 07:59:00,short,407.8,407.8,408.11785714285713,407.41857142857145,0.0,0.0,stop_breakeven,1,5.464662798440027,True
TSLA,2026-02-19 08:36:00,long,408.34,407.44001785714283,407.44001785714283,409.41997857142854,-0.8999821428571408,-0.22040019171698605,stop,23,3.8164606116580253,False
TSLA,2026-02-19 09:30:00,short,406.02,406.02,407.0728392857143,404.75659285714283,0.0,0.0,stop_breakeven,1,17.01958224962787,True
TSLA,2026-02-19 14:39:00,short,408.98,408.98,410.1006607142857,407.63520714285715,0.0,0.0,stop_breakeven,8,8.819550464252062,True
TSLA,2026-02-19 18:36:00,long,411.6,411.26401785714285,411.26401785714285,412.00317857142863,-0.3359821428571763,-0.0816283145911507,stop,2,6.612462681826844,False
TSLA,2026-02-19 19:11:00,long,411.53,411.53,411.1621785714285,411.9713857142857,0.0,0.0,stop_breakeven,25,4.085733422638982,True
TSLA,2026-02-19 19:33:00,long,411.8094,411.41495357142855,411.41495357142855,412.2827357142857,-0.39444642857142753,-0.09578373601268635,stop,3,7.214393137637164,False
TSLA,2026-02-20 06:00:00,short,412.08,411.71142857142854,412.38714285714286,411.71142857142854,0.36857142857144254,0.08944171728097519,target,2,4.065201984408221,True
TSLA,2026-02-20 06:02:00,short,411.84,411.38357142857143,412.2203571428571,411.38357142857143,0.4564285714285461,0.1108266733266672,target,2,5.552795031055901,True
TSLA,2026-02-20 06:41:00,short,411.07,410.57714285714286,411.48071428571427,410.57714285714286,0.4928571428571331,0.11989615950011752,target,9,5.6294864715626725,True
TSLA,2026-02-20 06:49:00,short,410.71,410.71,411.17249999999996,410.155,0.0,0.0,stop_breakeven,7,9.687730968218773,True
TSLA,2026-02-20 07:30:00,short,410.42,410.9592857142858,410.9592857142858,409.7728571428571,-0.5392857142857679,-0.13139849770619558,stop,18,3.692428557399588,False
TSLA,2026-02-20 07:31:00,short,410.38,410.92642857142863,410.92642857142863,409.72428571428566,-0.5464285714286348,-0.1331518522902273,stop,6,3.1218379364684417,False
TSLA,2026-02-20 08:30:00,short,410.7124,410.7124,411.60445357142856,409.6419357142857,0.0,0.0,stop_breakeven,1,4.423787040949424,True
TSLA,2026-02-20 08:31:00,short,410.0,410.0,411.02241071428574,408.77310714285716,0.0,0.0,stop_breakeven,1,5.900533561688953,True
TSLA,2026-02-20 08:32:00,short,409.7,409.7,410.7713392857143,408.41439285714284,0.0,0.0,stop_breakeven,6,3.859989438858535,True
TSLA,2026-02-20 09:30:00,short,407.17,408.5176785714286,408.5176785714286,405.55278571428573,-1.3476785714285597,-0.3309867061494117,stop,3,17.43487673786867,False
TSLA,2026-02-20 09:35:00,long,410.03,410.03,407.559125,412.99505,0.0,0.0,stop_breakeven,26,3.1174467329288005,True
TSLA,2026-02-20 10:01:00,long,412.24,412.24,410.0123571428572,414.91317142857145,0.0,0.0,stop_breakeven,1,3.4622786788035262,True
TSLA,2026-02-20 14:25:00,short,411.775,411.775,412.7622321428571,410.59032142857143,0.0,0.0,stop_breakeven,1,4.737808083280343,True
TSLA,2026-02-20 16:48:00,short,411.04,414.8716071428572,414.8716071428572,406.4420714285714,-3.8316071428571945,-0.9321737891341948,stop,4,5.267603774830067,False
TSLA,2026-02-20 18:16:00,long,411.36,411.36,411.19335714285717,411.55997142857143,0.0,0.0,stop_breakeven,3,5.443634804972139,True
TSLA,2026-02-23 05:00:00,short,408.84,408.84,409.1828571428571,408.42857142857144,0.0,0.0,stop_breakeven,4,4.648829431438127,True
TSLA,2026-02-23 05:21:00,short,408.51,408.51,408.8046428571428,408.1564285714286,0.0,0.0,stop_breakeven,2,3.671711899791232,True
TSLA,2026-02-23 05:26:00,short,408.17,408.17,408.5414285714286,407.72428571428577,0.0,0.0,stop_breakeven,5,6.247855100095329,True
TSLA,2026-02-23 05:47:00,short,407.97,408.33785714285716,408.33785714285716,407.52857142857147,-0.3678571428571331,-0.09016769440329757,stop,13,3.2129785339796224,False
TSLA,2026-02-23 06:16:00,long,408.7,408.7,408.40714285714284,409.0514285714286,0.0,0.0,stop_breakeven,12,3.3194103194103195,True
TSLA,2026-02-23 06:50:00,short,407.85,407.85,408.15000000000003,407.49,0.0,0.0,stop_breakeven,7,4.804841149773071,True
TSLA,2026-02-23 08:24:00,short,407.59,407.59,408.16112499999997,406.90464999999995,0.0,0.0,stop_breakeven,9,3.0058505706704177,True
TSLA,2026-02-23 09:27:00,short,406.88,406.88,407.5315892857143,406.0980928571429,0.0,0.0,stop_breakeven,1,6.312823107988768,True
TSLA,2026-02-23 09:31:00,short,404.859,406.09471428571425,406.09471428571425,403.3761428571429,-1.2357142857142662,-0.3052209005392658,stop,3,9.58813921220804,False
TSLA,2026-02-23 11:06:00,short,399.4,399.4,400.5535178571428,398.01577857142854,0.0,0.0,stop_breakeven,2,3.3241931413824917,True
TSLA,2026-02-23 15:55:00,long,398.145,398.145,396.5271964285714,400.0863642857143,0.0,0.0,stop_breakeven,2,3.6095608290110377,True
TSLA,2026-02-23 15:59:00,long,399.85,399.85,398.10782142857147,401.94061428571433,0.0,0.0,stop_breakeven,14,4.2262870539058195,True
TSLA,2026-02-23 17:54:00,long,399.9,399.78,394.83807142857137,405.9743142857143,-0.12000000000000455,-0.030007501875470008,timeout,30,4.1723307693946685,False
TSLA,2026-02-23 18:18:00,short,399.55,399.6996,399.99901785714286,399.01117857142856,-0.14959999999996398,-0.037442122387677135,timeout,30,3.4371471241758638,False
TSLA,2026-02-23 18:56:00,short,399.46,399.46,399.765,399.094,0.0,0.0,stop_breakeven,1,3.082325746799431,True
TSLA,2026-02-24 05:27:00,short,397.96,397.96,398.41178571428566,397.41785714285714,0.0,0.0,stop_breakeven,1,6.245736071165808,True
TSLA,2026-02-24 06:40:00,short,396.68,397.14964285714285,397.14964285714285,396.1164285714286,-0.46964285714284415,-0.11839337933418476,stop,5,8.214954191705251,False
TSLA,2026-02-24 07:05:00,long,398.36,398.36,397.785,399.05,0.0,0.0,stop_breakeven,1,3.93345056134181,True
