ticker,datetime,direction,entry,exit,stop,target,pnl,pnl_pct,exit_reason,bars_held,volume_ratio
SPY,2026-02-18 05:16:00,long,686.81,686.6471428571427,686.6471428571427,687.1357142857142,-0.16285714285720587,-0.02371211002419969,stop,2,2.796875
SPY,2026-02-18 05:42:00,short,686.41,686.5535714285714,686.5535714285714,686.122857142857,-0.14357142857147664,-0.0209162786922505,stop,3,2.137157862842137
SPY,2026-02-18 05:55:00,short,686.22,686.3914285714286,686.3914285714286,685.8771428571429,-0.17142857142857792,-0.024981576087636313,stop,3,3.696467925427363
SPY,2026-02-18 06:21:00,long,686.18,686.0321428571428,686.0321428571428,686.4757142857143,-0.14785714285710583,-0.02154786540807162,stop,7,2.65640909605159
SPY,2026-02-18 06:32:00,short,685.65,685.8364285714285,685.8364285714285,685.2771428571428,-0.18642857142856428,-0.027190049067099,stop,29,3.093385214007782
SPY,2026-02-18 06:50:00,long,685.75,685.6321428571429,685.6321428571429,685.9857142857143,-0.11785714285713311,-0.01718660486432856,stop,1,4.814633881561092
SPY,2026-02-18 07:01:00,long,685.84,686.1657142857143,685.6771428571428,686.1657142857143,0.32571428571429806,0.0474912932629036,target,5,4.642277279915656
SPY,2026-02-18 07:02:00,long,686.07,686.4535714285715,685.8782142857143,686.4535714285715,0.38357142857148574,0.05590849746694736,target,5,5.149865485045102
SPY,2026-02-18 07:29:00,short,685.31,684.7892857142856,685.5703571428571,684.7892857142856,0.5207142857143481,0.07598229789647723,target,2,3.7442240705196554
SPY,2026-02-18 07:34:00,short,684.22,684.5629642857143,684.5629642857143,683.5340714285715,-0.34296428571428805,-0.050124855414090216,stop,2,2.271905609349383
SPY,2026-02-18 08:30:00,long,685.75,685.4597607142857,685.4597607142857,686.3304785714286,-0.2902392857142786,-0.04232435810634759,stop,2,3.9378046268964098
SPY,2026-02-18 09:29:00,short,684.03,683.4393,684.32535,683.4393,0.5906999999999698,0.0863558615850138,target,1,3.929690153602295
SPY,2026-02-18 09:30:00,short,683.13,683.57205,683.57205,682.2459,-0.4420499999999947,-0.06470949892406931,stop,1,17.921666363063697
SPY,2026-02-18 09:38:00,long,684.4287,686.4977357142858,683.3941821428572,686.4977357142858,2.0690357142857465,0.30230113294281,target,22,2.1089814860204616
SPY,2026-02-18 10:04:00,long,687.58,687.3599,686.7667857142858,689.2064285714287,-0.22010000000000218,-0.032010820559062535,timeout,30,2.175998144947089
SPY,2026-02-18 11:20:00,short,688.13,688.4723214285714,688.4723214285714,687.4453571428571,-0.34232142857138115,-0.04974662179695423,stop,11,2.6789046053326384
SPY,2026-02-18 11:53:00,short,687.79,688.1371321428571,688.1371321428571,687.0957357142856,-0.34713214285716276,-0.0504706586105007,stop,11,3.9887305814773484
SPY,2026-02-18 13:27:00,short,687.76,687.1504,688.0648,687.1504,0.6096000000000004,0.08863557054786558,target,15,3.4325983305922554
SPY,2026-02-18 13:42:00,short,686.95,687.3501785714286,687.3501785714286,686.1496428571429,-0.40017857142856883,-0.05825439572437133,stop,4,2.780897431776542
SPY,2026-02-18 14:36:00,short,685.36,684.2737000000001,685.90315,684.2737000000001,1.0862999999999374,0.1585006419983567,target,21,2.150245551013888
SPY,2026-02-18 15:46:00,long,686.16,687.0103714285714,685.7348142857143,687.0103714285714,0.8503714285714068,0.12393194423624328,target,8,2.0171679225312027
SPY,2026-02-18 18:00:00,long,686.1415,686.3299214285714,686.0472892857142,686.3299214285714,0.18842142857147337,0.02746101621480021,target,3,4.420828905419767
SPY,2026-02-18 18:01:00,long,686.2888,686.504542857143,686.1809285714286,686.504542857143,0.21574285714291364,0.0314361617358339,target,5,4.696099657974834
SPY,2026-02-18 18:03:00,long,686.38,686.6362428571429,686.2518785714285,686.6362428571429,0.25624285714286543,0.03733250635841159,target,4,3.554204557065495
SPY,2026-02-18 18:10:00,long,686.79,686.6207464285714,686.6207464285714,687.1285071428572,-0.1692535714286123,-0.024644151986577018,stop,7,2.021411192214112
SPY,2026-02-18 18:52:00,short,686.21,686.3436714285714,686.3436714285714,685.9426571428572,-0.13367142857134695,-0.019479667823457388,stop,3,2.575661183313642
SPY,2026-02-18 18:57:00,short,686.12,686.2722607142857,686.2722607142857,685.8154785714286,-0.15226071428571686,-0.02219155749514908,stop,3,5.11153952079317
SPY,2026-02-18 19:01:00,short,686.04,685.7123357142857,686.2038321428571,685.7123357142857,0.3276642857142633,0.04776168819810264,target,21,2.322065325916417
SPY,2026-02-18 19:10:00,short,685.8,685.9789499999999,685.9789499999999,685.4421,-0.17894999999998618,-0.026093613298335695,stop,2,4.387013406557906
SPY,2026-02-18 19:23:00,short,685.55,685.7556071428571,685.7556071428571,685.1387857142856,-0.2056071428571613,-0.029991560478033887,stop,10,2.459975509093383
SPY,2026-02-18 19:25:00,short,685.49,685.6921571428571,685.6921571428571,685.0856857142857,-0.20215714285711783,-0.02949089598055666,stop,4,11.139585267718973
SPY,2026-02-19 04:36:00,short,685.14,684.5185714285714,685.4507142857143,684.5185714285714,0.6214285714286234,0.09070096205572926,target,10,4.435264129383844
SPY,2026-02-19 05:11:00,short,683.85,683.99,684.2625,683.0250000000001,-0.13999999999998636,-0.02047232580244006,timeout,30,2.818379741033574
SPY,2026-02-19 05:47:00,long,684.39,684.1028571428571,684.1028571428571,684.9642857142857,-0.2871428571428396,-0.041956027578257955,stop,3,2.426368605694705
SPY,2026-02-19 06:08:00,long,684.25,684.6442857142857,684.0528571428572,684.6442857142857,0.3942857142857292,0.05762304921969006,target,21,2.6989566674282233
SPY,2026-02-19 06:09:00,long,684.31,684.6978571428571,684.1160714285713,684.6978571428571,0.3878571428571149,0.056678572994273785,target,21,2.758806492894187
SPY,2026-02-19 06:10:00,long,684.56,684.3499999999999,684.3499999999999,684.98,-0.21000000000003638,-0.0306766390090038,stop,2,5.584718576844561
SPY,2026-02-19 06:50:00,short,684.14,684.3178571428572,684.3178571428572,683.7842857142857,-0.17785714285719223,-0.025997185204372237,stop,3,8.168464838164565
SPY,2026-02-19 06:59:00,long,684.71,684.4710714285715,684.4710714285715,685.1878571428572,-0.23892857142857338,-0.0348948564251396,stop,1,4.403040496264908
SPY,2026-02-19 07:02:00,short,683.7,684.0407142857143,684.0407142857143,683.0185714285714,-0.3407142857142844,-0.04983388704318918,stop,1,2.220092067278219
SPY,2026-02-19 07:25:00,long,685.3,685.0808928571428,685.0808928571428,685.7382142857142,-0.21910714285718313,-0.031972441683523006,stop,4,3.9132964794879257
SPY,2026-02-19 07:37:00,short,684.71,684.9875000000001,684.9875000000001,684.1550000000001,-0.27750000000003183,-0.04052810678974045,stop,2,2.6365517861963466
SPY,2026-02-19 07:53:00,short,684.91,685.1360714285714,685.1360714285714,684.4578571428572,-0.22607142857145845,-0.03300746500583412,stop,7,2.6786176882026838
SPY,2026-02-19 08:00:00,long,687.03,686.3650178571428,686.3650178571428,688.3599642857143,-0.664982142857184,-0.09679084506603555,stop,1,11.796834080195543
SPY,2026-02-19 08:23:00,short,683.8897,685.7984821428571,685.7984821428571,680.0721357142858,-1.9087821428571488,-0.2791067247916073,stop,24,2.3080074657440703
SPY,2026-02-19 08:24:00,short,683.689,685.4038535714285,685.4038535714285,680.2592928571429,-1.7148535714285345,-0.2508236305437903,stop,23,3.4070398927254444
SPY,2026-02-19 08:30:00,short,683.469,684.2903357142858,684.2903357142858,681.8263285714286,-0.8213357142857376,-0.1201716119217898,stop,6,4.9836547891467795
SPY,2026-02-19 09:35:00,short,683.13,683.7278678571429,683.7278678571429,681.9342642857143,-0.5978678571428873,-0.087518899351937,stop,4,2.7705009875626425
SPY,2026-02-19 09:36:00,short,682.91,683.5603678571428,683.5603678571428,681.6092642857143,-0.6503678571427827,-0.09523478308163341,stop,3,3.7526185160810224
SPY,2026-02-19 11:46:00,short,683.4,683.9464499999999,683.9464499999999,682.3071,-0.5464499999999362,-0.07996049165934097,stop,8,2.048946486853455
SPY,2026-02-19 11:48:00,short,683.24,683.7719857142857,683.7719857142857,682.1760285714286,-0.5319857142857245,-0.07786220278170547,stop,6,2.150129577979251
SPY,2026-02-19 12:48:00,short,682.63,683.1675357142857,683.1675357142857,681.5549285714286,-0.5375357142856956,-0.07874481260502697,stop,3,4.124073673482586
SPY,2026-02-19 13:20:00,short,681.95,682.5107964285714,682.5107964285714,680.8284071428573,-0.5607964285713933,-0.08223424423658528,stop,5,2.4235096308152255
SPY,2026-02-19 13:59:00,long,683.74,683.275,683.2905357142857,684.6389285714286,-0.46500000000003183,-0.068008307251299,timeout,30,2.0044593670205266
SPY,2026-02-19 14:29:00,short,683.275,682.5594142857143,683.6327928571428,682.5594142857143,0.7155857142856803,0.1047288008906634,target,9,2.854584082516704
SPY,2026-02-19 14:39:00,short,682.05,682.5192857142856,682.5192857142856,681.1114285714285,-0.469285714285661,-0.06880517766815646,stop,2,2.1365369216011265
SPY,2026-02-19 15:46:00,long,683.77,684.4724285714285,683.4187857142857,684.4724285714285,0.702428571428527,0.10272877889180966,target,13,2.1034112135561
SPY,2026-02-19 15:59:00,long,684.52,685.4430357142857,684.0584821428571,685.4430357142857,0.9230357142856747,0.13484422869831045,target,18,3.6394999764064577
SPY,2026-02-19 19:11:00,long,685.035,684.7909714285714,684.7909714285714,685.5230571428572,-0.24402857142854373,-0.0356227888251759,stop,7,3.242923894946023
SPY,2026-02-19 19:19:00,short,684.69,684.8848607142858,684.8848607142858,684.3002785714285,-0.19486071428570995,-0.028459699175642984,stop,6,2.342247018083879
SPY,2026-02-19 19:22:00,short,684.46,684.6541107142858,684.6541107142858,684.0717785714286,-0.19411071428578452,-0.028359687094320272,stop,2,2.0504117793860743
SPY,2026-02-19 19:32:00,long,685.2715,685.0551571428571,685.0551571428571,685.7041857142857,-0.2163428571428767,-0.03157038591899367,stop,28,2.224839771349385
SPY,2026-02-20 05:02:00,short,686.05,686.1925,686.1925,685.7649999999999,-0.14250000000004093,-0.02077108082501872,stop,5,10.787543536160623
SPY,2026-02-20 05:22:00,short,686.0,686.140357142857,686.140357142857,685.7192857142858,-0.1403571428570558,-0.020460224906276355,stop,17,2.1050279329608936
SPY,2026-02-20 05:56:00,short,685.6,685.2528571428571,685.7735714285715,685.2528571428571,0.3471428571428987,0.050633438906490476,target,4,8.219448094612353
SPY,2026-02-20 05:57:00,short,685.48,685.1135714285714,685.6632142857143,685.1135714285714,0.36642857142862795,0.05345576405272626,target,3,5.375953505266982
SPY,2026-02-20 05:58:00,short,685.4,685.0421428571428,685.5789285714286,685.0421428571428,0.3578571428571422,0.05221143023885938,target,3,2.322435174746336
SPY,2026-02-20 06:01:00,short,684.85,684.4085714285715,685.0707142857143,684.4085714285715,0.44142857142855974,0.06445624172133456,target,2,2.709742895805142
SPY,2026-02-20 06:02:00,short,684.54,684.8057142857143,684.8057142857143,684.0085714285714,-0.2657142857143526,-0.03881647321038254,stop,14,5.958887832699619
SPY,2026-02-20 06:04:00,short,684.07,684.3539285714286,684.3539285714286,683.5021428571429,-0.28392857142853245,-0.04150577739537364,stop,1,3.0941597139451726
SPY,2026-02-20 06:25:00,long,684.9,684.6642857142857,684.6642857142857,685.3714285714285,-0.23571428571426623,-0.03441586884424971,stop,11,2.761306824787815
SPY,2026-02-20 06:41:00,short,684.47,684.0607142857143,684.6746428571429,684.0607142857143,0.4092857142857156,0.05979600483377147,target,9,2.5852619486393986
SPY,2026-02-20 06:49:00,short,684.19,683.6971428571429,684.4364285714287,683.6971428571429,0.4928571428571331,0.0720351280868082,target,8,3.809087137835418
SPY,2026-02-20 07:14:00,long,684.13,683.8941785714286,683.8941785714286,684.6016428571429,-0.23582142857139843,-0.0344702656763186,stop,5,2.5887008471483184
SPY,2026-02-20 07:19:00,short,683.55,683.37,683.8051071428571,683.0397857142856,0.17999999999994998,0.02633311389071026,timeout,30,2.669793451790385
SPY,2026-02-20 08:00:00,long,686.64,685.88025,685.88025,688.1595,-0.75974999999994,-0.11064750087381162,stop,1,10.336616408710745
SPY,2026-02-20 08:29:00,long,684.585,684.3431785714286,684.3431785714286,685.0686428571429,-0.24182142857148392,-0.0353237988812907,stop,1,4.4549509366636935
SPY,2026-02-20 08:30:00,short,683.73,683.0664214285714,684.0617892857143,683.0664214285714,0.6635785714286158,0.09705272131230394,target,2,11.21116049058954
SPY,2026-02-20 08:31:00,short,683.175,682.3958142857142,683.5645928571428,682.3958142857142,0.7791857142857452,0.11405360475511331,target,9,5.160132348912196
SPY,2026-02-20 08:32:00,short,682.9587,683.4039535714286,683.4039535714286,682.0681928571429,-0.4452535714285659,-0.06519480188605342,stop,15,3.6177912644419425
SPY,2026-02-20 10:01:00,long,688.94,687.6907142857143,687.6907142857143,691.4385714285714,-1.2492857142857474,-0.1813344724193322,stop,1,6.070984555222564
SPY,2026-02-20 11:25:00,short,686.5599,687.3859392857142,687.3859392857142,684.9078214285714,-0.8260392857142733,-0.12031569069418026,stop,8,2.949655937856504
SPY,2026-02-20 12:10:00,short,686.74,685.7207500000001,687.249625,685.7207500000001,1.0192499999999427,0.14841861548765803,target,5,2.414176087499816
SPY,2026-02-20 12:11:00,short,686.53,685.4400357142857,687.0749821428572,685.4400357142857,1.0899642857142453,0.15876426168037017,target,4,3.052841920490099
SPY,2026-02-20 13:31:00,long,687.63,686.5840178571428,686.5840178571428,689.7219642857143,-1.0459821428571558,-0.1521140937505862,stop,4,2.061871058686998
SPY,2026-02-20 13:33:00,long,688.122,686.9967321428571,686.9967321428571,690.3725357142857,-1.1252678571428305,-0.1635273769975136,stop,2,2.296907952794771
SPY,2026-02-20 14:43:00,short,688.1,688.5348392857144,688.5348392857144,687.2303214285713,-0.4348392857143608,-0.06319419934811231,stop,8,2.1832315283194204
SPY,2026-02-20 15:56:00,long,689.26,688.7780821428571,688.7780821428571,690.2238357142857,-0.48191785714288926,-0.0699181523870367,stop,5,2.0301478980808723
SPY,2026-02-20 15:59:00,long,689.36,688.8125,688.8125,690.455,-0.5475000000000136,-0.07942149239874864,stop,2,3.950158117131724
SPY,2026-02-20 16:55:00,short,689.2697,689.3822749999999,689.3822749999999,689.04455,-0.11257499999999254,-0.01633250380801485,stop,3,12.591845146372457
SPY,2026-02-20 18:58:00,long,689.5824,689.7252,689.5110000000001,689.7252,0.14279999999996562,0.02070818512768969,target,24,2.027300124091473
SPY,2026-02-20 19:45:00,long,689.72,689.6399857142857,689.6399857142857,689.8800285714287,-0.08001428571435554,-0.011600980936373533,stop,1,2.5410515840106154
SPY,2026-02-23 04:36:00,long,687.72,687.77,687.5496428571429,688.0607142857143,0.049999999999954525,0.007270400744482423,timeout,30,2.6726748910393736
SPY,2026-02-23 05:26:00,short,687.61,687.82,687.82,687.19,-0.21000000000003638,-0.030540568054571105,stop,14,13.045225714226524
SPY,2026-02-23 05:55:00,short,687.49,687.6175000000001,687.6175000000001,687.235,-0.12750000000005457,-0.018545724301452324,stop,2,2.6983401857773717
SPY,2026-02-23 06:35:00,short,687.43,687.1492857142856,687.5703571428571,687.1492857142856,0.280714285714339,0.04083532660988595,target,10,3.51215644820296
SPY,2026-02-23 06:36:00,short,687.4,687.1321428571428,687.5339285714285,687.1321428571428,0.26785714285722406,0.038966706845682875,target,9,4.2915516289342905
SPY,2026-02-23 06:37:00,short,687.26,686.975,687.4025,686.975,0.28499999999996817,0.04146902191309958,target,9,3.2034450162798023
SPY,2026-02-23 06:46:00,short,687.01,686.6864285714286,687.1717857142858,686.6864285714286,0.3235714285714266,0.047098503452850264,target,4,2.7902763098293826
SPY,2026-02-23 06:47:00,short,686.88,686.5392857142857,687.0503571428571,686.5392857142857,0.3407142857142844,0.04960317460317441,target,8,2.49898634950669
SPY,2026-02-23 06:50:00,short,686.72,686.345,686.9075,686.345,0.375,0.0546074091332712,target,6,2.057365439093484
SPY,2026-02-23 07:00:00,long,687.0,686.7578571428571,686.7578571428571,687.4842857142856,-0.24214285714288053,-0.03524641297567402,stop,3,6.1679319421661
SPY,2026-02-23 07:17:00,short,686.1,686.3368928571429,686.3368928571429,685.6262142857142,-0.23689285714283415,-0.03452745330751117,stop,6,2.4315975286849074
SPY,2026-02-23 09:14:00,long,687.54,687.3289071428571,687.3289071428571,687.9621857142856,-0.21109285714283033,-0.030702629249618984,stop,2,3.1243500222849505
SPY,2026-02-23 09:28:00,long,687.861,689.0373642857143,687.2728178571429,689.0373642857143,1.1763642857142713,0.17101773261084308,target,2,2.3162102511153844
SPY,2026-02-23 09:30:00,long,689.1125,688.3747999999999,688.3747999999999,690.5879,-0.737700000000018,-0.10705073554753658,stop,10,16.678178791487003
SPY,2026-02-23 09:32:00,long,689.5142,688.6542499999999,688.6542499999999,691.2341,-0.8599500000000262,-0.12471824365618957,stop,8,6.485478649935739
SPY,2026-02-23 09:38:00,long,689.82,689.0394,689.0394,691.3812000000001,-0.7806000000000495,-0.11315995477081695,stop,2,2.4223396054906448
SPY,2026-02-23 12:35:00,short,681.16,681.5194642857142,681.5194642857142,680.4410714285715,-0.35946428571423894,-0.0527723715007104,stop,8,2.10476137099203
SPY,2026-02-23 14:29:00,short,681.27,681.6150107142857,681.6150107142857,680.5799785714286,-0.34501071428576324,-0.050642287827992315,stop,4,5.09964380308704
SPY,2026-02-23 15:07:00,short,680.94,681.3025714285715,681.3025714285715,680.2148571428572,-0.3625714285714139,-0.05324572334881397,stop,21,2.3417164579059677
SPY,2026-02-23 15:30:00,long,681.9,681.5533928571429,681.5533928571429,682.5932142857142,-0.346607142857124,-0.05082961473194369,stop,5,2.9774460473978075
SPY,2026-02-23 15:54:00,short,681.06,681.5384464285714,681.5384464285714,680.1031071428571,-0.47844642857148756,-0.07025026114754758,stop,4,2.4130555076249354
SPY,2026-02-23 15:59:00,long,682.41,683.6432142857143,681.7933928571429,683.6432142857143,1.2332142857143253,0.1807145683261273,target,1,3.794541839881266
SPY,2026-02-23 18:29:00,long,683.04,682.8725892857143,682.8725892857143,683.3748214285714,-0.16741071428566556,-0.02450965013552143,stop,1,2.0853537137535727
SPY,2026-02-23 18:30:00,long,683.191,682.9489321428572,682.9489321428572,683.6751357142857,-0.2420678571428425,-0.03543194467474579,stop,18,19.434644712740724
SPY,2026-02-23 18:59:00,short,682.74,682.9013571428571,682.9013571428571,682.4172857142858,-0.16135714285712766,-0.023633761440244844,stop,1,2.647075837334413
SPY,2026-02-23 19:09:00,short,682.549,682.8239285714285,682.8239285714285,681.9991428571428,-0.2749285714285179,-0.040279682693626084,stop,1,3.308765877371805
SPY,2026-02-23 19:17:00,long,683.06,682.811075,682.811075,683.5578499999999,-0.24892499999998563,-0.03644262583081803,stop,5,2.666084393252907
SPY,2026-02-23 19:23:00,short,682.58,682.8031892857143,682.8031892857143,682.1336214285715,-0.22318928571428387,-0.03269789412439331,stop,16,3.220184876496439
SPY,2026-02-23 19:26:00,short,682.4,682.6039892857143,682.6039892857143,681.9920214285714,-0.20398928571432862,-0.029892919946413923,stop,1,3.0200548081714005
SPY,2026-02-23 19:48:00,long,683.095,682.9444535714285,682.9444535714285,683.396092857143,-0.15054642857148792,-0.022038871397314856,stop,8,2.0328956860481893
SPY,2026-02-24 04:26:00,short,683.39,682.9721428571428,683.5989285714286,682.9721428571428,0.4178571428572013,0.06114475524330197,target,9,2.108436188846796
SPY,2026-02-24 04:44:00,long,683.58,683.9721428571429,683.3839285714287,683.9721428571429,0.3921428571428578,0.057366051836340706,target,17,6.572114663064686
SPY,2026-02-24 05:41:00,short,683.47,683.6119642857143,683.6119642857143,683.1860714285714,-0.14196428571426623,-0.020771107102618435,stop,1,6.840166630124973
SPY,2026-02-24 06:00:00,long,683.76,683.5982142857142,683.5982142857142,684.0835714285714,-0.16178571428577015,-0.02366118437547826,stop,10,2.5959204000747027
SPY,2026-02-24 06:58:00,long,683.5,683.8246428571429,683.3376785714286,683.8246428571429,0.32464285714286234,0.04749712613648315,target,5,2.704420279621522
SPY,2026-02-24 06:59:00,long,683.56,683.8632142857142,683.4083928571429,683.8632142857142,0.3032142857142617,0.04435810839052339,target,4,8.933634861268157
SPY,2026-02-24 07:00:00,long,683.65,683.4710714285715,683.4710714285715,684.0078571428571,-0.17892857142851426,-0.026172540251373402,stop,1,12.69363227438853
SPY,2026-02-24 07:06:00,long,684.09,683.8414285714287,683.8414285714287,684.5871428571428,-0.24857142857138115,-0.03633607106833621,stop,2,5.841134887275506
SPY,2026-02-24 07:21:00,short,683.2,682.677142857143,683.4614285714285,682.677142857143,0.5228571428569921,0.0765306122448759,target,13,2.658830567254913
SPY,2026-02-24 07:30:00,short,682.87,682.4114285714287,683.0992857142857,682.4114285714287,0.45857142857130384,0.06715354731812846,target,5,2.1026627834408154
SPY,2026-02-24 07:40:00,short,681.88,682.1628571428571,682.1628571428571,681.3142857142857,-0.28285714285709673,-0.04148195325527904,stop,13,8.35257458997913
SPY,2026-02-24 08:29:00,long,682.8701,682.5636607142857,682.5636607142857,683.4829785714286,-0.3064392857143048,-0.04487519452298538,stop,10,6.511986001749781
SPY,2026-02-24 08:30:00,long,683.1,682.789275,682.789275,683.72145,-0.31072500000004766,-0.045487483530968764,stop,3,2.537795250423499
SPY,2026-02-24 08:55:00,long,683.64,683.231325,683.231325,684.4573499999999,-0.40867500000001655,-0.05977926979112056,stop,9,5.068625805368694
SPY,2026-02-24 09:03:00,short,683.2497,682.6788857142858,683.5351071428571,682.6788857142858,0.5708142857141638,0.08354402288272704,target,10,2.608633920901869
SPY,2026-02-24 09:29:00,short,681.89,682.1699535714286,682.1699535714286,681.3300928571429,-0.2799535714285639,-0.04105553262675269,stop,1,3.348000209718856
SPY,2026-02-24 09:31:00,short,680.86,681.3153678571429,681.3153678571429,679.9492642857143,-0.45536785714284633,-0.06688127620110541,stop,1,5.220810024264837
SPY,2026-02-24 11:54:00,long,686.42,687.3113642857143,685.9743178571429,687.3113642857143,0.8913642857143032,0.12985698052421304,target,16,2.283649513665618
SPY,2026-02-24 12:10:00,long,687.28,687.33,686.9350107142857,687.9699785714286,0.05000000000006821,0.007275055290430133,timeout,30,2.257498202718371
SPY,2026-02-24 13:03:00,long,688.05,687.7936392857142,687.7936392857142,688.5627214285714,-0.2563607142857336,-0.03725902394967424,stop,3,2.481868850829248
SPY,2026-02-24 14:52:00,long,687.46,687.1846321428571,687.1846321428571,688.0107357142858,-0.27536785714289636,-0.04005583701493852,stop,2,2.762443566108622
SPY,2026-02-24 15:47:00,long,687.505,687.9721214285714,687.2714392857143,687.9721214285714,0.46712142857143135,0.06794444092354694,target,3,2.357991354116832
SPY,2026-02-24 15:48:00,long,687.565,688.0428357142857,687.3260821428572,688.0428357142857,0.47783571428567484,0.06949680601625662,target,2,2.1488491636092553
SPY,2026-02-24 15:50:00,long,688.16,687.8433821428571,687.8433821428571,688.7932357142856,-0.31661785714288726,-0.04600933752948257,stop,2,5.0952664879617995
SPY,2026-02-24 17:17:00,long,687.35,687.1874,680.375075,701.29985,-0.16259999999999764,-0.023656070415363006,timeout,30,10.330515724173413
SPY,2026-02-24 17:57:00,long,687.28,687.1378428571428,687.1378428571428,687.5643142857143,-0.1421571428571724,-0.020684021484281865,stop,3,7.544778532169415
SPY,2026-02-24 18:57:00,long,687.6402,687.5281285714286,687.5281285714286,687.8643428571429,-0.11207142857142571,-0.016297975099685228,stop,1,2.0988814738227277
SPY,2026-02-24 19:27:00,short,687.15,687.2713714285715,687.2713714285715,686.9072571428571,-0.12137142857147865,-0.01766301805595265,stop,10,3.152548869298582
SPY,2026-02-24 19:31:00,short,687.089,687.2060321428572,687.2060321428572,686.8549357142857,-0.11703214285716967,-0.017033039803747357,stop,3,2.4900310146211786
SPY,2026-02-24 19:42:00,long,687.64,687.9428714285715,687.4885642857142,687.9428714285715,0.30287142857150684,0.04404505679883469,target,9,2.2728796513576937
