ticker,timestamp,time_bucket,signal_type,entry,stop,risk,atr,volume_ratio,confidence,outcome,peak_r,actual_r,peak_price,bars_to_peak,time_to_peak_min,bars_to_exit,stopped_out
MSFT,2026-02-19 11:15:00,MIDDAY (10:30-15:00),BUY,401.1,400.86,0.24,0.16,20.09,100,STOP_OUT,0.0,-1.0,401.1,0,0,0,True
MSFT,2026-02-19 12:17:00,MIDDAY (10:30-15:00),BUY,400.3,400.05,0.25,0.17,4.3,100,REVERSAL,1.64,0.82,400.71,0,0,0,False
MSFT,2026-02-19 12:18:00,MIDDAY (10:30-15:00),BUY,400.68,400.41,0.27,0.18,4.76,100,STOP_OUT,0.04,-1.0,400.69,0,0,0,True
MSFT,2026-02-19 12:24:00,MIDDAY (10:30-15:00),BUY,400.63,400.32,0.31,0.21,2.32,90,REVERSAL,1.61,0.81,401.13,0,0,0,False
MSFT,2026-02-19 12:25:00,MIDDAY (10:30-15:00),BUY,401.0,400.65,0.35,0.23,5.9,100,STOP_OUT,0.0,-1.0,401.0,0,0,0,True
MSFT,2026-02-19 12:46:00,MIDDAY (10:30-15:00),BUY,400.86,400.65,0.21,0.14,2.73,100,STOP_OUT,0.0,-1.0,400.86,0,0,0,True
MSFT,2026-02-19 13:16:00,MIDDAY (10:30-15:00),BUY,399.99,398.81,1.18,0.78,16.0,100,REVERSAL,0.86,0.43,401.0,68,68,68,False
MSFT,2026-02-19 13:45:00,MIDDAY (10:30-15:00),BUY,399.98,399.42,0.56,0.38,2.23,87,REVERSAL,0.57,0.29,400.3,17,17,17,False
MSFT,2026-02-19 13:51:00,MIDDAY (10:30-15:00),BUY,400.0,399.41,0.59,0.39,2.46,80,REVERSAL,0.51,0.25,400.3,11,11,11,False
MSFT,2026-02-19 14:25:00,MIDDAY (10:30-15:00),BUY,400.95,400.51,0.44,0.3,2.45,100,REVERSAL,0.75,0.37,401.28,0,0,0,False
MSFT,2026-02-19 14:26:00,MIDDAY (10:30-15:00),BUY,401.1,400.63,0.47,0.31,2.54,100,REVERSAL,1.55,0.78,401.83,0,0,0,False
MSFT,2026-02-20 09:46:00,MORNING (9:45-10:30),BUY,399.89,399.71,0.18,0.12,4.32,100,STOP_OUT,0.39,-1.0,399.96,0,0,0,True
MSFT,2026-02-20 10:27:00,MORNING (9:45-10:30),BUY,399.51,399.36,0.15,0.1,12.24,100,STOP_OUT,0.0,-1.0,399.51,0,0,0,True
MSFT,2026-02-20 12:30:00,MIDDAY (10:30-15:00),BUY,397.77,397.41,0.36,0.24,3.67,100,STOP_OUT,0.0,-1.0,397.77,0,0,0,True
MSFT,2026-02-20 12:58:00,MIDDAY (10:30-15:00),BUY,397.75,397.48,0.27,0.18,3.22,100,STOP_OUT,0.0,-1.0,397.75,0,0,0,True
MSFT,2026-02-20 14:14:00,MIDDAY (10:30-15:00),BUY,396.9,396.44,0.46,0.3,3.57,100,STOP_OUT,0.0,-1.0,396.9,0,0,0,True
MSFT,2026-02-20 15:01:00,CLOSE (15:00-16:00),BUY,398.23,397.33,0.9,0.6,2.51,100,STOP_OUT,0.36,-1.0,398.55,0,0,0,True
MSFT,2026-02-20 15:30:00,CLOSE (15:00-16:00),BUY,397.1,396.09,1.01,0.67,3.97,100,REVERSAL,0.86,0.43,397.97,13,13,13,False
MSFT,2026-02-23 14:40:00,MIDDAY (10:30-15:00),SELL,389.48,391.55,2.07,1.38,2.64,100,REVERSAL,0.71,0.35,388.02,1,1,1,False
MSFT,2026-02-23 15:50:00,CLOSE (15:00-16:00),SELL,387.63,388.29,0.66,0.44,2.04,90,REVERSAL,1.76,0.88,386.47,1,1,1,False
MSFT,2026-02-23 15:52:00,CLOSE (15:00-16:00),SELL,386.56,387.21,0.65,0.43,3.41,100,REVERSAL,0.71,0.35,386.1,2,2,2,False
MSFT,2026-02-23 15:55:00,CLOSE (15:00-16:00),SELL,386.3,386.97,0.67,0.45,2.02,80,REVERSAL,0.6,0.3,385.9,0,0,0,False
MSFT,2026-02-24 09:55:00,MORNING (9:45-10:30),SELL,385.96,386.12,0.16,0.11,2.25,90,STOP_OUT,0.0,-1.0,385.96,0,0,0,True
MSFT,2026-02-24 10:05:00,MORNING (9:45-10:30),BUY,386.32,386.15,0.17,0.12,2.75,87,STOP_OUT,0.0,-1.0,386.32,0,0,0,True
MSFT,2026-02-24 10:26:00,MORNING (9:45-10:30),SELL,385.91,386.02,0.11,0.08,2.8,100,REVERSAL,0.55,0.27,385.85,0,0,0,False
MSFT,2026-02-24 10:27:00,MORNING (9:45-10:30),SELL,385.86,385.97,0.11,0.07,4.67,100,REVERSAL,0.55,0.27,385.8,0,0,0,False
MSFT,2026-02-24 10:41:00,MIDDAY (10:30-15:00),SELL,385.7,385.82,0.12,0.08,2.32,95,REVERSAL,0.92,0.46,385.59,5,5,5,False
MSFT,2026-02-24 10:47:00,MIDDAY (10:30-15:00),SELL,385.59,385.71,0.12,0.08,4.26,100,REVERSAL,1.58,0.79,385.4,0,0,0,False
MSFT,2026-02-24 11:02:00,MIDDAY (10:30-15:00),SELL,385.7,385.81,0.11,0.07,3.86,100,REVERSAL,1.0,0.5,385.59,6,6,6,False
MSFT,2026-02-24 11:09:00,MIDDAY (10:30-15:00),SELL,385.63,385.75,0.12,0.08,4.4,100,REVERSAL,0.75,0.37,385.54,1,1,1,False
MSFT,2026-02-24 11:20:00,MIDDAY (10:30-15:00),SELL,385.06,385.22,0.16,0.11,12.1,100,STOP_OUT,0.0,-1.0,385.06,0,0,0,True
MSFT,2026-02-24 11:43:00,MIDDAY (10:30-15:00),SELL,385.11,385.26,0.15,0.1,4.54,100,REVERSAL,7.4,3.7,384.0,7,7,7,False
MSFT,2026-02-24 12:00:00,MIDDAY (10:30-15:00),SELL,384.9,385.2,0.3,0.2,8.18,100,STOP_OUT,0.0,-1.0,384.9,0,0,0,True
MSFT,2026-02-24 12:06:00,MIDDAY (10:30-15:00),BUY,385.42,385.16,0.26,0.17,7.37,100,STOP_OUT,0.0,-1.0,385.42,0,0,0,True
MSFT,2026-02-24 12:21:00,MIDDAY (10:30-15:00),SELL,384.92,385.18,0.26,0.17,3.27,100,REVERSAL,1.23,0.62,384.6,1,1,1,False
MSFT,2026-02-24 12:40:00,MIDDAY (10:30-15:00),SELL,384.27,384.57,0.3,0.2,2.76,100,REVERSAL,0.93,0.47,383.99,2,2,2,False
MSFT,2026-02-24 12:42:00,MIDDAY (10:30-15:00),SELL,384.2,384.51,0.31,0.2,2.12,95,REVERSAL,0.68,0.34,383.99,0,0,0,False
MSFT,2026-02-24 12:43:00,MIDDAY (10:30-15:00),SELL,384.09,384.4,0.31,0.21,5.35,100,REVERSAL,0.87,0.44,383.82,1,1,1,False
MSFT,2026-02-24 13:01:00,MIDDAY (10:30-15:00),SELL,384.22,385.02,0.8,0.53,3.84,100,STOP_OUT,0.0,-1.0,384.22,0,0,0,True
MSFT,2026-02-24 13:44:00,MIDDAY (10:30-15:00),BUY,385.85,385.47,0.38,0.25,4.67,95,REVERSAL,0.53,0.26,386.05,0,0,0,False
MSFT,2026-02-24 13:45:00,MIDDAY (10:30-15:00),BUY,385.97,385.58,0.39,0.26,8.06,93,REVERSAL,0.59,0.29,386.2,5,5,5,False
MSFT,2026-02-24 14:30:00,MIDDAY (10:30-15:00),SELL,383.69,384.57,0.88,0.59,8.7,100,REVERSAL,1.9,0.95,382.02,0,0,0,False
MSFT,2026-02-24 15:36:00,CLOSE (15:00-16:00),SELL,386.17,386.95,0.78,0.52,2.29,83,STOP_OUT,0.37,-1.0,385.88,1,1,1,True
MSFT,2026-02-25 09:47:00,MORNING (9:45-10:30),SELL,389.7,389.87,0.17,0.11,4.3,100,REVERSAL,1.18,0.59,389.5,1,1,1,False
MSFT,2026-02-25 09:49:00,MORNING (9:45-10:30),SELL,389.54,389.72,0.18,0.12,2.94,100,STOP_OUT,0.0,-1.0,389.54,0,0,0,True
MSFT,2026-02-25 09:56:00,MORNING (9:45-10:30),SELL,389.8,389.94,0.14,0.09,7.85,100,REVERSAL,0.64,0.32,389.71,6,6,6,False
MSFT,2026-02-25 10:04:00,MORNING (9:45-10:30),SELL,389.71,389.81,0.11,0.07,3.39,100,REVERSAL,0.6,0.3,389.65,0,0,0,False
MSFT,2026-02-25 10:17:00,MORNING (9:45-10:30),SELL,389.48,389.59,0.11,0.07,5.29,100,STOP_OUT,0.0,-1.0,389.48,0,0,0,True
MSFT,2026-02-25 10:32:00,MIDDAY (10:30-15:00),SELL,389.58,389.68,0.1,0.07,2.19,87,REVERSAL,0.8,0.4,389.5,0,0,0,False
MSFT,2026-02-25 10:38:00,MIDDAY (10:30-15:00),SELL,389.73,389.88,0.15,0.1,3.51,100,REVERSAL,0.53,0.27,389.65,0,0,0,False
MSFT,2026-02-25 11:05:00,MIDDAY (10:30-15:00),SELL,389.62,389.76,0.14,0.09,4.31,100,STOP_OUT,0.0,-1.0,389.62,0,0,0,True
MSFT,2026-02-25 11:06:00,MIDDAY (10:30-15:00),SELL,389.65,389.8,0.15,0.1,5.76,100,STOP_OUT,0.0,-1.0,389.65,0,0,0,True
MSFT,2026-02-25 11:19:00,MIDDAY (10:30-15:00),SELL,389.86,390.11,0.25,0.16,2.55,97,STOP_OUT,0.24,-1.0,389.8,0,0,0,True
MSFT,2026-02-25 15:42:00,CLOSE (15:00-16:00),BUY,400.08,399.38,0.7,0.47,2.91,100,STOP_OUT,0.24,-1.0,400.25,3,3,3,True
MSFT,2026-02-26 10:05:00,MORNING (9:45-10:30),BUY,399.25,399.03,0.22,0.15,2.13,80,REVERSAL,0.59,0.3,399.38,0,0,0,False
MSFT,2026-02-26 10:14:00,MORNING (9:45-10:30),BUY,399.28,399.04,0.24,0.16,3.13,100,STOP_OUT,0.29,-1.0,399.35,1,1,1,True
MSFT,2026-02-26 10:31:00,MIDDAY (10:30-15:00),BUY,399.0,398.82,0.18,0.12,3.04,100,STOP_OUT,0.17,-1.0,399.03,0,0,0,True
MSFT,2026-02-26 10:44:00,MIDDAY (10:30-15:00),BUY,398.92,398.79,0.13,0.08,3.86,100,REVERSAL,0.69,0.35,399.01,3,3,3,False
MSFT,2026-02-26 11:13:00,MIDDAY (10:30-15:00),BUY,399.4,399.26,0.13,0.09,3.36,100,REVERSAL,1.86,0.93,399.66,9,9,9,False
MSFT,2026-02-26 11:23:00,MIDDAY (10:30-15:00),BUY,399.66,399.55,0.11,0.08,2.67,100,STOP_OUT,0.0,-1.0,399.66,0,0,0,True
MSFT,2026-02-26 11:30:00,MIDDAY (10:30-15:00),BUY,399.75,399.6,0.15,0.1,2.78,100,STOP_OUT,0.0,-1.0,399.75,0,0,0,True
MSFT,2026-02-26 11:48:00,MIDDAY (10:30-15:00),BUY,399.34,399.24,0.1,0.07,3.43,100,REVERSAL,1.4,0.7,399.48,0,0,0,False
MSFT,2026-02-26 11:49:00,MIDDAY (10:30-15:00),BUY,399.46,399.35,0.11,0.08,2.0,90,STOP_OUT,0.36,-1.0,399.5,3,3,3,True
MSFT,2026-02-26 11:56:00,MIDDAY (10:30-15:00),BUY,399.5,399.27,0.23,0.15,14.59,100,REVERSAL,0.65,0.33,399.65,0,0,0,False
MSFT,2026-02-26 12:02:00,MIDDAY (10:30-15:00),BUY,399.75,399.46,0.29,0.19,2.85,97,REVERSAL,0.69,0.34,399.95,15,15,15,False
MSFT,2026-02-26 12:18:00,MIDDAY (10:30-15:00),BUY,399.9,399.74,0.16,0.11,3.45,100,REVERSAL,1.88,0.94,400.2,1,1,1,False
MSFT,2026-02-26 12:20:00,MIDDAY (10:30-15:00),BUY,400.18,400.0,0.18,0.12,2.83,100,REVERSAL,0.56,0.28,400.28,0,0,0,False
MSFT,2026-02-26 12:51:00,MIDDAY (10:30-15:00),BUY,400.3,400.15,0.15,0.1,3.16,100,STOP_OUT,0.0,-1.0,400.3,0,0,0,True
MSFT,2026-02-26 12:59:00,MIDDAY (10:30-15:00),BUY,400.39,400.21,0.18,0.12,5.33,100,STOP_OUT,0.0,-1.0,400.39,0,0,0,True
MSFT,2026-02-26 13:05:00,MIDDAY (10:30-15:00),BUY,400.09,398.77,1.32,0.88,6.42,100,REVERSAL,7.92,3.96,410.55,23,23,23,False
MSFT,2026-02-26 13:22:00,MIDDAY (10:30-15:00),BUY,400.9,400.48,0.42,0.28,2.15,100,REVERSAL,0.52,0.26,401.12,5,5,5,False
MSFT,2026-02-26 13:23:00,MIDDAY (10:30-15:00),BUY,400.97,400.52,0.45,0.3,2.77,100,REVERSAL,21.29,10.64,410.55,5,5,5,False
MSFT,2026-02-26 13:44:00,MIDDAY (10:30-15:00),BUY,401.1,400.71,0.39,0.26,6.49,100,REVERSAL,0.64,0.32,401.35,2,2,2,False
MSFT,2026-02-26 13:53:00,MIDDAY (10:30-15:00),BUY,401.64,401.22,0.42,0.28,4.33,100,REVERSAL,1.33,0.67,402.2,0,0,0,False
AMD,2025-12-01 11:27:00,MIDDAY (10:30-15:00),SELL,215.03,215.24,0.21,0.14,2.12,75,REVERSAL,1.24,0.62,214.77,1,1,1,False
AMD,2025-12-01 11:29:00,MIDDAY (10:30-15:00),SELL,214.82,215.06,0.24,0.16,6.37,97,REVERSAL,0.54,0.27,214.69,2,2,2,False
AMD,2025-12-01 11:31:00,MIDDAY (10:30-15:00),SELL,214.73,214.95,0.22,0.15,3.89,100,REVERSAL,1.05,0.52,214.5,4,4,4,False
AMD,2025-12-01 11:36:00,MIDDAY (10:30-15:00),SELL,214.61,214.84,0.23,0.15,2.2,73,REVERSAL,0.7,0.35,214.45,0,0,0,False
AMD,2025-12-01 11:58:00,MIDDAY (10:30-15:00),SELL,214.43,214.65,0.22,0.15,7.61,90,REVERSAL,1.91,0.95,214.01,0,0,0,False
AMD,2025-12-01 11:59:00,MIDDAY (10:30-15:00),SELL,214.2,214.47,0.27,0.18,14.68,93,STOP_OUT,0.0,-1.0,214.2,0,0,0,True
AMD,2025-12-01 12:29:00,MIDDAY (10:30-15:00),BUY,213.91,213.52,0.39,0.26,3.26,100,STOP_OUT,0.0,-1.0,213.91,0,0,0,True
AMD,2025-12-01 12:47:00,MIDDAY (10:30-15:00),SELL,213.3,213.58,0.28,0.19,2.01,77,REVERSAL,0.64,0.32,213.12,0,0,0,False
AMD,2025-12-01 12:54:00,MIDDAY (10:30-15:00),SELL,212.95,213.28,0.33,0.22,2.52,87,REVERSAL,0.82,0.41,212.68,0,0,0,False
AMD,2025-12-01 14:28:00,MIDDAY (10:30-15:00),BUY,214.3,213.83,0.47,0.31,3.98,100,STOP_OUT,0.0,-1.0,214.3,0,0,0,True
AMD,2025-12-01 14:30:00,MIDDAY (10:30-15:00),BUY,214.6,213.95,0.65,0.43,125.74,93,REVERSAL,1.02,0.51,215.26,0,0,0,False
AMD,2025-12-02 09:42:00,OPEN (9:30-9:45),BUY,219.85,219.44,0.41,0.27,8.49,97,REVERSAL,0.59,0.29,220.09,8,8,8,False
AMD,2025-12-02 09:52:00,MORNING (9:45-10:30),BUY,220.08,219.89,0.19,0.13,19.86,100,REVERSAL,0.68,0.34,220.21,0,0,0,False
AMD,2025-12-02 10:19:00,MORNING (9:45-10:30),BUY,219.98,219.83,0.15,0.1,3.98,95,STOP_OUT,0.13,-1.0,220.0,0,0,0,True
AMD,2025-12-02 10:31:00,MIDDAY (10:30-15:00),BUY,220.23,220.06,0.17,0.11,7.16,100,STOP_OUT,0.0,-1.0,220.23,0,0,0,True
AMD,2025-12-02 10:51:00,MIDDAY (10:30-15:00),BUY,220.51,220.3,0.21,0.14,3.69,95,REVERSAL,1.0,0.5,220.72,0,0,0,False
AMD,2025-12-02 10:53:00,MIDDAY (10:30-15:00),BUY,221.03,220.8,0.23,0.15,3.76,100,REVERSAL,0.61,0.3,221.17,0,0,0,False
AMD,2025-12-02 11:08:00,MIDDAY (10:30-15:00),BUY,221.1,220.93,0.17,0.12,7.07,97,REVERSAL,1.0,0.5,221.27,0,0,0,False
AMD,2025-12-02 11:25:00,MIDDAY (10:30-15:00),SELL,221.04,221.23,0.19,0.13,3.2,100,STOP_OUT,0.21,-1.0,221.0,0,0,0,True
AMD,2025-12-02 11:32:00,MIDDAY (10:30-15:00),BUY,221.42,221.26,0.16,0.11,3.94,100,REVERSAL,1.88,0.94,221.72,0,0,0,False
AMD,2025-12-02 11:33:00,MIDDAY (10:30-15:00),BUY,221.64,221.46,0.18,0.12,3.52,97,STOP_OUT,0.0,-1.0,221.64,0,0,0,True
AMD,2025-12-02 12:25:00,MIDDAY (10:30-15:00),SELL,221.3,221.47,0.17,0.12,12.12,100,STOP_OUT,0.0,-1.0,221.3,0,0,0,True
AMD,2025-12-02 12:51:00,MIDDAY (10:30-15:00),BUY,221.48,221.34,0.14,0.1,2.89,90,REVERSAL,1.21,0.61,221.65,1,1,1,False
AMD,2025-12-02 12:56:00,MIDDAY (10:30-15:00),BUY,221.7,221.55,0.15,0.1,2.54,85,STOP_OUT,0.4,-1.0,221.76,0,0,0,True
AMD,2025-12-02 12:57:00,MIDDAY (10:30-15:00),BUY,221.76,221.6,0.16,0.11,2.43,80,STOP_OUT,0.0,-1.0,221.76,0,0,0,True
AMD,2025-12-02 13:29:00,MIDDAY (10:30-15:00),BUY,222.3,221.98,0.32,0.21,5.02,95,REVERSAL,1.41,0.7,222.75,0,0,0,False
AMD,2025-12-02 13:30:00,MIDDAY (10:30-15:00),BUY,222.4,222.05,0.35,0.23,4.43,90,REVERSAL,0.97,0.49,222.74,5,5,5,False
AMD,2025-12-02 13:38:00,MIDDAY (10:30-15:00),BUY,222.8,222.44,0.36,0.24,2.03,70,REVERSAL,1.11,0.56,223.2,1,1,1,False
AMD,2025-12-02 13:39:00,MIDDAY (10:30-15:00),BUY,222.95,222.6,0.35,0.23,3.36,100,REVERSAL,0.71,0.36,223.2,0,0,0,False
AMD,2025-12-02 13:40:00,MIDDAY (10:30-15:00),BUY,223.2,222.86,0.34,0.23,3.64,100,STOP_OUT,0.0,-1.0,223.2,0,0,0,True
AMD,2025-12-02 14:09:00,MIDDAY (10:30-15:00),SELL,222.49,222.96,0.47,0.31,5.94,100,REVERSAL,0.57,0.29,222.22,0,0,0,False
AMD,2025-12-02 14:25:00,MIDDAY (10:30-15:00),SELL,222.22,222.65,0.43,0.29,5.84,93,REVERSAL,0.63,0.31,221.95,0,0,0,False
AMD,2025-12-02 14:30:00,MIDDAY (10:30-15:00),SELL,220.47,221.16,0.69,0.46,94.61,97,STOP_OUT,0.0,-1.0,220.47,0,0,0,True
AMD,2025-12-02 14:32:00,MIDDAY (10:30-15:00),BUY,222.91,221.94,0.97,0.65,2.85,90,REVERSAL,0.91,0.45,223.79,0,0,0,False
AMD,2025-12-03 10:22:00,MORNING (9:45-10:30),BUY,216.9,216.78,0.12,0.08,2.36,80,STOP_OUT,0.0,-1.0,216.9,0,0,0,True
AMD,2025-12-03 10:50:00,MIDDAY (10:30-15:00),SELL,216.58,216.68,0.1,0.07,6.77,90,REVERSAL,1.2,0.6,216.46,0,0,1,False
AMD,2025-12-03 11:24:00,MIDDAY (10:30-15:00),SELL,216.7,216.87,0.17,0.11,21.23,90,REVERSAL,0.65,0.32,216.59,0,0,0,False
AMD,2025-12-03 11:39:00,MIDDAY (10:30-15:00),SELL,216.7,216.84,0.14,0.1,5.04,100,STOP_OUT,0.0,-1.0,216.7,0,0,0,True
AMD,2025-12-03 11:46:00,MIDDAY (10:30-15:00),SELL,216.64,216.79,0.15,0.1,3.57,100,REVERSAL,0.57,0.28,216.56,1,1,1,False
AMD,2025-12-03 11:47:00,MIDDAY (10:30-15:00),SELL,216.6,216.75,0.15,0.1,2.0,73,REVERSAL,0.53,0.27,216.52,9,9,9,False
AMD,2025-12-03 12:00:00,MIDDAY (10:30-15:00),SELL,216.33,216.47,0.14,0.1,21.15,97,STOP_OUT,0.0,-1.0,216.33,0,0,0,True
AMD,2025-12-03 12:24:00,MIDDAY (10:30-15:00),BUY,216.91,216.74,0.17,0.11,4.67,100,REVERSAL,1.24,0.62,217.12,9,9,9,False
AMD,2025-12-03 12:35:00,MIDDAY (10:30-15:00),BUY,217.09,216.93,0.16,0.11,8.85,100,REVERSAL,0.69,0.34,217.2,2,2,2,False
AMD,2025-12-03 12:38:00,MIDDAY (10:30-15:00),BUY,217.19,217.03,0.16,0.11,3.07,100,REVERSAL,0.69,0.34,217.3,0,0,0,False
AMD,2025-12-03 12:39:00,MIDDAY (10:30-15:00),BUY,217.3,217.14,0.16,0.1,2.98,90,REVERSAL,0.94,0.47,217.45,0,0,0,False
AMD,2025-12-03 12:40:00,MIDDAY (10:30-15:00),BUY,217.45,217.29,0.16,0.11,2.14,80,STOP_OUT,0.38,-1.0,217.51,0,0,0,True
AMD,2025-12-03 12:54:00,MIDDAY (10:30-15:00),SELL,216.94,217.13,0.19,0.12,2.76,90,STOP_OUT,0.32,-1.0,216.88,3,3,3,True
AMD,2025-12-03 13:25:00,MIDDAY (10:30-15:00),BUY,217.23,216.87,0.36,0.24,2.6,90,REVERSAL,0.5,0.25,217.41,9,9,9,False
AMD,2025-12-03 13:39:00,MIDDAY (10:30-15:00),BUY,217.63,217.31,0.33,0.22,3.75,90,REVERSAL,0.77,0.39,217.88,1,1,1,False
AMD,2025-12-03 13:52:00,MIDDAY (10:30-15:00),BUY,218.96,218.51,0.45,0.3,8.84,100,STOP_OUT,0.0,-1.0,218.96,0,0,0,True
AMD,2025-12-03 14:01:00,MIDDAY (10:30-15:00),SELL,217.5,218.11,0.61,0.4,2.44,75,REVERSAL,1.57,0.79,216.54,0,0,0,False
AMD,2025-12-03 14:02:00,MIDDAY (10:30-15:00),SELL,216.59,217.28,0.7,0.46,3.82,100,REVERSAL,1.94,0.97,215.25,1,1,1,False
AMD,2025-12-03 14:04:00,MIDDAY (10:30-15:00),SELL,215.45,216.38,0.93,0.62,2.43,80,REVERSAL,0.69,0.34,214.81,2,2,2,False
AMD,2025-12-03 14:08:00,MIDDAY (10:30-15:00),SELL,213.99,215.1,1.11,0.74,2.2,77,REVERSAL,0.92,0.46,212.97,0,0,0,False
AMD,2025-12-03 14:35:00,MIDDAY (10:30-15:00),SELL,213.28,215.09,1.81,1.21,2.28,77,REVERSAL,0.84,0.42,211.77,3,3,3,False
AMD,2025-12-03 14:39:00,MIDDAY (10:30-15:00),SELL,212.13,214.21,2.08,1.39,2.24,75,STOP_OUT,0.03,-1.0,212.07,0,0,0,True
AMD,2025-12-03 15:02:00,CLOSE (15:00-16:00),BUY,215.92,214.87,1.05,0.7,5.9,100,REVERSAL,0.65,0.32,216.6,1,1,1,False
AMD,2025-12-03 15:17:00,CLOSE (15:00-16:00),BUY,216.95,216.12,0.83,0.55,2.16,75,STOP_OUT,0.4,-1.0,217.28,0,0,0,True
AMD,2025-12-04 09:55:00,MORNING (9:45-10:30),BUY,217.71,217.54,0.17,0.11,4.21,100,REVERSAL,0.53,0.26,217.8,0,0,0,False
AMD,2025-12-04 10:00:00,MORNING (9:45-10:30),BUY,217.83,217.71,0.12,0.08,5.46,100,REVERSAL,0.83,0.42,217.93,2,2,2,False
AMD,2025-12-04 10:07:00,MORNING (9:45-10:30),SELL,217.59,217.71,0.12,0.08,2.03,80,STOP_OUT,0.0,-1.0,217.59,0,0,0,True
AMD,2025-12-04 10:32:00,MIDDAY (10:30-15:00),SELL,217.53,217.67,0.14,0.09,3.39,100,REVERSAL,1.71,0.86,217.29,0,0,0,False
AMD,2025-12-04 10:33:00,MIDDAY (10:30-15:00),SELL,217.47,217.61,0.14,0.1,4.97,90,REVERSAL,1.5,0.75,217.26,1,1,2,False
AMD,2025-12-04 11:05:00,MIDDAY (10:30-15:00),SELL,217.17,217.45,0.28,0.19,14.38,95,REVERSAL,0.61,0.3,217.0,9,9,9,False
AMD,2025-12-04 11:33:00,MIDDAY (10:30-15:00),BUY,217.34,217.18,0.16,0.11,6.7,93,REVERSAL,0.87,0.44,217.48,0,0,0,False
AMD,2025-12-04 11:34:00,MIDDAY (10:30-15:00),BUY,217.37,217.19,0.18,0.12,17.92,90,REVERSAL,0.56,0.28,217.47,0,0,0,False
AMD,2025-12-04 11:59:00,MIDDAY (10:30-15:00),BUY,217.49,217.34,0.15,0.1,15.52,100,STOP_OUT,0.0,-1.0,217.49,0,0,0,True
AMD,2025-12-04 12:31:00,MIDDAY (10:30-15:00),BUY,217.26,217.13,0.13,0.09,4.0,100,STOP_OUT,0.0,-1.0,217.26,0,0,0,True
AMD,2025-12-04 12:33:00,MIDDAY (10:30-15:00),SELL,217.04,217.18,0.14,0.09,8.88,95,REVERSAL,0.64,0.32,216.95,7,7,7,False
AMD,2025-12-04 13:31:00,MIDDAY (10:30-15:00),SELL,216.55,217.12,0.57,0.38,2.9,90,REVERSAL,0.58,0.29,216.22,10,10,10,False
AMD,2025-12-04 13:41:00,MIDDAY (10:30-15:00),SELL,216.36,216.73,0.37,0.25,3.38,97,REVERSAL,0.59,0.3,216.14,3,3,3,False
AMD,2025-12-04 14:08:00,MIDDAY (10:30-15:00),BUY,217.15,216.63,0.52,0.35,2.95,85,REVERSAL,0.77,0.38,217.55,0,0,0,False
AMD,2025-12-04 14:09:00,MIDDAY (10:30-15:00),BUY,217.55,217.02,0.53,0.35,2.89,90,REVERSAL,0.64,0.32,217.89,2,2,2,False
AMD,2025-12-04 14:10:00,MIDDAY (10:30-15:00),BUY,217.6,217.11,0.49,0.32,2.7,80,REVERSAL,0.59,0.3,217.89,1,1,1,False
AMD,2025-12-04 14:28:00,MIDDAY (10:30-15:00),SELL,216.8,217.3,0.5,0.33,5.69,97,STOP_OUT,0.0,-1.0,216.8,0,0,0,True
AMD,2025-12-04 14:30:00,MIDDAY (10:30-15:00),SELL,216.31,216.98,0.66,0.44,64.39,90,STOP_OUT,0.46,-1.0,216.0,0,0,0,True
AMD,2025-12-04 14:34:00,MIDDAY (10:30-15:00),SELL,215.87,216.76,0.89,0.59,2.03,80,STOP_OUT,0.0,-1.0,215.87,0,0,0,True
AMD,2025-12-04 14:45:00,MIDDAY (10:30-15:00),BUY,217.76,216.44,1.32,0.88,2.44,73,STOP_OUT,0.27,-1.0,218.12,0,0,0,True
AMD,2025-12-05 09:43:00,OPEN (9:30-9:45),SELL,217.58,217.81,0.23,0.16,2.4,80,REVERSAL,0.83,0.41,217.39,11,11,11,False
AMD,2025-12-05 09:55:00,MORNING (9:45-10:30),SELL,217.52,217.66,0.14,0.09,4.33,95,STOP_OUT,0.14,-1.0,217.5,0,0,0,True
AMD,2025-12-05 10:12:00,MORNING (9:45-10:30),BUY,217.83,217.68,0.15,0.1,11.64,100,STOP_OUT,0.07,-1.0,217.84,0,0,0,True
AMD,2025-12-05 10:32:00,MIDDAY (10:30-15:00),SELL,217.63,217.76,0.13,0.09,11.47,100,STOP_OUT,0.15,-1.0,217.61,1,1,1,True
AMD,2025-12-05 10:40:00,MIDDAY (10:30-15:00),BUY,217.92,217.77,0.15,0.1,7.49,100,STOP_OUT,0.0,-1.0,217.92,0,0,0,True
AMD,2025-12-05 10:49:00,MIDDAY (10:30-15:00),SELL,217.66,217.86,0.2,0.13,2.91,80,REVERSAL,0.75,0.37,217.51,1,1,1,False
AMD,2025-12-05 11:40:00,MIDDAY (10:30-15:00),SELL,217.6,217.72,0.12,0.08,3.27,97,REVERSAL,0.92,0.46,217.49,18,18,18,False
AMD,2025-12-05 12:23:00,MIDDAY (10:30-15:00),SELL,217.3,217.46,0.16,0.11,3.03,100,STOP_OUT,0.0,-1.0,217.3,0,0,0,True
AMD,2025-12-05 12:40:00,MIDDAY (10:30-15:00),SELL,217.31,217.42,0.11,0.07,2.6,80,REVERSAL,1.0,0.5,217.2,5,5,5,False
