orb_minutes,atr_multiplier,volume_pct,fvg_min_pct,profit_r,trades,win_rate,avg_win,avg_loss,profit_factor,total_pnl,sharpe,max_drawdown
15,3.0,1.25,0.001,3.0,47,0.3404,3228.92,-1101.51,1.513,17515.97,3.423,-0.0772
15,3.0,1.25,0.002,3.0,47,0.3404,3229.0,-1101.48,1.513,17518.2,3.423,-0.0772
15,3.0,1.25,0.003,3.0,47,0.3404,3229.0,-1101.48,1.513,17518.18,3.423,-0.0772
15,3.0,1.25,0.005,3.0,47,0.3404,3229.0,-1101.48,1.513,17518.18,3.423,-0.0772
20,1.0,1.25,0.003,1.5,102,0.451,1540.84,-1033.82,1.224,12984.74,3.402,-0.0824
15,1.0,1.5,0.005,3.0,67,0.3284,3400.11,-1175.63,1.414,21899.13,3.381,-0.1409
20,3.0,1.0,0.003,3.0,49,0.3469,3331.66,-1150.5,1.538,19822.3,3.374,-0.0772
20,3.0,1.0,0.005,3.0,49,0.3469,3331.66,-1150.5,1.538,19822.3,3.374,-0.0772
20,1.0,1.25,0.002,1.5,104,0.4519,1545.71,-1037.08,1.229,13534.77,3.352,-0.0824
15,1.0,1.0,0.003,3.0,104,0.3173,3427.38,-1171.31,1.36,29940.75,3.318,-0.1409
15,1.0,1.25,0.003,3.0,88,0.3182,3452.24,-1191.2,1.352,25190.46,3.317,-0.1057
20,1.0,1.25,0.001,3.0,82,0.3171,3411.86,-1176.15,1.347,22843.83,3.316,-0.0875
15,1.0,1.0,0.001,3.0,104,0.3173,3415.62,-1165.83,1.362,29941.97,3.315,-0.1322
5,1.0,1.25,0.005,2.0,106,0.3962,2145.32,-1083.8,1.299,20740.56,3.314,-0.0789
20,2.5,1.0,0.003,2.5,54,0.3704,2721.2,-1117.68,1.432,16423.02,3.313,-0.1143
20,2.5,1.0,0.005,2.5,54,0.3704,2721.2,-1117.68,1.432,16423.02,3.313,-0.1143
20,1.0,1.25,0.003,3.0,82,0.3171,3425.29,-1182.44,1.345,22841.02,3.312,-0.0967
15,1.0,1.5,0.005,1.5,81,0.4568,1572.4,-1061.49,1.246,11473.27,3.309,-0.0731
15,1.0,1.5,0.001,3.0,71,0.3239,3419.99,-1184.06,1.384,21824.92,3.276,-0.124
5,2.5,1.0,0.001,2.5,61,0.377,2821.97,-1170.11,1.46,20441.19,3.271,-0.1406
5,2.5,1.0,0.002,2.5,61,0.377,2821.97,-1170.11,1.46,20441.19,3.271,-0.1406
15,1.0,1.75,0.005,1.5,66,0.4697,1563.01,-1052.84,1.315,11603.76,3.269,-0.0734
5,1.0,1.0,0.005,2.5,123,0.3496,2846.13,-1162.29,1.316,29400.05,3.259,-0.1327
15,1.0,1.5,0.001,1.5,87,0.4598,1582.74,-1068.19,1.261,13104.71,3.254,-0.0686
15,2.5,1.0,0.001,1.5,64,0.4844,1642.69,-1122.4,1.375,13884.03,3.25,-0.1092
15,2.5,1.0,0.002,1.5,64,0.4844,1642.69,-1122.4,1.375,13884.03,3.25,-0.1092
15,2.5,1.0,0.003,1.5,64,0.4844,1642.69,-1122.4,1.375,13884.03,3.25,-0.1092
15,2.5,1.0,0.005,1.5,64,0.4844,1642.69,-1122.4,1.375,13884.03,3.25,-0.1092
20,1.0,1.0,0.005,1.5,124,0.4516,1529.82,-1021.35,1.234,16218.03,3.248,-0.1228
5,1.0,1.25,0.005,1.5,122,0.4508,1573.05,-1057.48,1.221,15666.47,3.241,-0.0912
5,1.0,1.5,0.001,1.5,98,0.4592,1635.8,-1111.23,1.25,14716.02,3.224,-0.0837
5,1.0,1.75,0.005,3.0,61,0.3279,3264.01,-1113.87,1.429,19611.4,3.223,-0.1322
20,1.0,1.5,0.001,3.0,63,0.3175,3272.58,-1121.37,1.357,17232.77,3.222,-0.1062
20,1.0,1.5,0.003,1.5,77,0.4545,1559.51,-1051.83,1.236,10405.86,3.206,-0.0689
5,1.0,1.5,0.005,1.5,88,0.4545,1601.86,-1085.47,1.23,11972.05,3.205,-0.0686
5,3.0,1.0,0.001,2.5,59,0.3729,2758.26,-1135.06,1.445,18684.56,3.2,-0.1102
5,3.0,1.0,0.002,2.5,59,0.3729,2758.26,-1135.06,1.445,18684.56,3.2,-0.1102
5,3.0,1.0,0.003,2.5,59,0.3729,2758.26,-1135.06,1.445,18684.56,3.2,-0.1102
5,3.0,1.0,0.005,2.5,59,0.3729,2758.26,-1135.06,1.445,18684.56,3.2,-0.1102
10,1.0,1.0,0.005,1.5,151,0.4503,1539.18,-1025.93,1.229,19512.08,3.2,-0.1106
15,1.0,1.75,0.003,3.0,58,0.3276,3209.35,-1089.55,1.435,18485.26,3.197,-0.1235
15,1.0,1.5,0.003,3.0,68,0.3235,3389.17,-1171.35,1.384,20679.57,3.184,-0.1495
10,3.0,1.25,0.002,3.0,48,0.3333,3201.95,-1090.46,1.468,16336.49,3.179,-0.0772
10,3.0,1.25,0.003,3.0,48,0.3333,3201.95,-1090.45,1.468,16336.75,3.179,-0.0772
10,3.0,1.25,0.005,3.0,48,0.3333,3201.95,-1090.45,1.468,16336.75,3.179,-0.0772
15,1.0,1.25,0.001,3.0,89,0.3146,3437.96,-1185.63,1.331,23939.56,3.178,-0.0967
20,1.0,1.5,0.001,2.5,67,0.3582,2750.46,-1130.43,1.358,17402.34,3.173,-0.0964
20,3.0,1.0,0.001,3.0,50,0.34,3308.01,-1139.35,1.496,18637.52,3.164,-0.0772
20,3.0,1.0,0.002,3.0,50,0.34,3308.01,-1139.35,1.496,18637.52,3.164,-0.0772
10,2.5,1.0,0.001,2.5,56,0.375,2788.82,-1154.69,1.449,18150.9,3.163,-0.1319
10,2.5,1.0,0.002,2.5,56,0.375,2788.82,-1154.69,1.449,18150.9,3.163,-0.1319
10,2.5,1.0,0.003,2.5,56,0.375,2788.82,-1154.69,1.449,18150.9,3.163,-0.1319
10,2.5,1.0,0.005,2.5,56,0.375,2788.82,-1154.69,1.449,18150.9,3.163,-0.1319
15,1.0,1.0,0.002,3.0,105,0.3143,3403.44,-1162.16,1.342,28637.98,3.154,-0.1409
20,3.0,1.0,0.003,2.0,53,0.4151,2130.55,-1085.94,1.392,13207.93,3.151,-0.0772
20,3.0,1.0,0.005,2.0,53,0.4151,2130.55,-1085.94,1.392,13207.93,3.151,-0.0772
20,1.0,1.5,0.002,1.5,79,0.4557,1565.72,-1056.35,1.241,10942.93,3.139,-0.069
5,2.0,1.0,0.001,3.0,70,0.3286,3430.14,-1188.27,1.413,23044.43,3.124,-0.1409
5,2.0,1.0,0.002,3.0,70,0.3286,3430.14,-1188.27,1.413,23044.43,3.124,-0.1409
5,2.0,1.0,0.003,3.0,70,0.3286,3430.14,-1188.27,1.413,23044.43,3.124,-0.1409
5,2.0,1.0,0.005,3.0,70,0.3286,3430.14,-1188.27,1.413,23044.43,3.124,-0.1409
15,1.0,1.25,0.002,3.0,89,0.3146,3428.9,-1181.51,1.332,23936.95,3.124,-0.1057
5,2.5,1.5,0.002,2.5,47,0.3617,2591.7,-1050.38,1.398,12547.48,3.122,-0.0872
20,1.0,1.25,0.002,3.0,83,0.3133,3400.63,-1171.99,1.324,21613.04,3.116,-0.0967
5,1.0,1.0,0.003,2.5,124,0.3468,2836.27,-1158.74,1.299,28101.29,3.099,-0.1414
5,2.5,1.5,0.001,2.5,49,0.3673,2647.13,-1078.79,1.425,14205.78,3.093,-0.0963
5,1.0,1.0,0.001,2.5,124,0.3468,2826.57,-1153.6,1.301,28101.34,3.091,-0.1327
5,2.5,1.75,0.001,2.5,49,0.3673,2657.64,-1084.76,1.423,14209.94,3.09,-0.0963
20,2.5,1.0,0.001,2.5,55,0.3636,2703.17,-1108.65,1.393,15260.63,3.057,-0.1143
20,2.5,1.0,0.002,2.5,55,0.3636,2703.17,-1108.65,1.393,15260.63,3.057,-0.1143
20,2.5,1.0,0.003,3.0,54,0.3333,3316.74,-1143.0,1.451,18553.44,3.048,-0.1056
20,2.5,1.0,0.005,3.0,54,0.3333,3316.74,-1143.0,1.451,18553.44,3.048,-0.1056
20,3.0,1.25,0.003,2.5,44,0.3636,2611.6,-1062.76,1.404,12028.4,3.041,-0.0678
20,3.0,1.25,0.005,2.5,44,0.3636,2611.6,-1062.76,1.404,12028.4,3.041,-0.0678
20,1.0,1.0,0.005,3.0,96,0.3125,3334.41,-1136.39,1.334,25030.34,3.039,-0.1147
15,2.5,1.0,0.001,2.5,55,0.3636,2716.61,-1116.49,1.39,15255.13,3.03,-0.1232
15,2.5,1.0,0.002,2.5,55,0.3636,2716.61,-1116.49,1.39,15255.13,3.03,-0.1232
15,2.5,1.0,0.003,2.5,55,0.3636,2716.61,-1116.49,1.39,15255.13,3.03,-0.1232
15,2.5,1.0,0.005,2.5,55,0.3636,2716.61,-1116.49,1.39,15255.13,3.03,-0.1232
15,1.0,1.5,0.002,1.5,84,0.4524,1572.44,-1062.08,1.223,10896.97,3.01,-0.0783
15,1.0,1.5,0.003,1.5,82,0.4512,1566.45,-1057.73,1.218,10361.0,3.006,-0.0783
5,2.5,1.25,0.002,2.5,52,0.3654,2693.9,-1104.23,1.405,14744.41,3.004,-0.0964
20,1.0,1.0,0.003,1.5,125,0.448,1523.56,-1018.26,1.214,15059.65,2.987,-0.1228
20,1.0,1.0,0.001,1.5,125,0.448,1517.6,-1013.4,1.215,15061.03,2.986,-0.1228
10,1.0,1.0,0.005,3.0,110,0.3091,3391.96,-1158.56,1.31,27276.42,2.984,-0.1409
15,1.0,1.5,0.002,3.0,69,0.3188,3370.24,-1163.23,1.356,19473.63,2.981,-0.1495
5,1.0,1.5,0.001,2.5,79,0.3544,2899.22,-1207.86,1.318,19577.6,2.979,-0.1287
15,1.0,1.75,0.002,3.0,59,0.322,3186.76,-1081.26,1.4,17297.91,2.976,-0.1235
20,1.5,1.5,0.001,2.5,56,0.3571,2670.63,-1091.67,1.359,14112.22,2.947,-0.1184
15,1.5,1.5,0.003,2.5,58,0.3621,2707.18,-1109.7,1.385,15792.03,2.937,-0.136
15,1.5,1.5,0.005,2.5,58,0.3621,2707.18,-1109.7,1.385,15792.03,2.937,-0.136
5,1.0,1.0,0.002,2.5,125,0.344,2816.93,-1150.01,1.284,26827.0,2.936,-0.1414
5,1.0,1.25,0.003,2.0,108,0.3889,2122.0,-1072.53,1.259,18336.86,2.936,-0.0881
10,3.0,1.25,0.001,3.0,49,0.3265,3199.49,-1091.6,1.421,15169.0,2.93,-0.0772
5,1.0,1.5,0.005,3.0,72,0.3194,3432.11,-1190.43,1.353,20607.55,2.921,-0.159
15,3.0,1.0,0.001,3.0,51,0.3333,3305.11,-1139.54,1.45,17442.67,2.916,-0.0864
15,3.0,1.0,0.002,3.0,51,0.3333,3305.11,-1139.54,1.45,17442.67,2.916,-0.0864
15,3.0,1.0,0.003,3.0,51,0.3333,3305.11,-1139.54,1.45,17442.67,2.916,-0.0864
15,3.0,1.0,0.005,3.0,51,0.3333,3305.11,-1139.54,1.45,17442.67,2.916,-0.0864
10,1.0,1.75,0.005,3.0,59,0.322,3199.04,-1087.05,1.398,17299.9,2.912,-0.1323
10,3.0,1.0,0.001,2.5,55,0.3636,2700.83,-1107.13,1.394,15267.04,2.908,-0.1013
10,3.0,1.0,0.002,2.5,55,0.3636,2700.83,-1107.13,1.394,15267.04,2.908,-0.1013
10,3.0,1.0,0.003,2.5,55,0.3636,2700.83,-1107.13,1.394,15267.04,2.908,-0.1013
10,3.0,1.0,0.005,2.5,55,0.3636,2700.83,-1107.13,1.394,15267.04,2.908,-0.1013
20,1.0,1.0,0.001,3.0,97,0.3093,3309.01,-1126.71,1.315,23780.43,2.883,-0.1146
15,1.5,1.5,0.001,2.5,61,0.3607,2717.95,-1114.56,1.376,16327.12,2.88,-0.1272
5,1.0,1.5,0.001,3.0,76,0.3158,3459.91,-1202.01,1.329,20533.4,2.877,-0.1338
20,1.0,1.5,0.005,3.0,61,0.3115,3241.1,-1109.89,1.321,14965.25,2.877,-0.1323
10,1.0,1.25,0.005,1.5,114,0.4474,1526.41,-1022.32,1.209,13440.81,2.871,-0.0827
20,1.0,1.0,0.003,3.0,97,0.3093,3321.46,-1132.26,1.313,23782.38,2.87,-0.1235
5,1.0,1.75,0.003,3.0,63,0.3175,3227.71,-1100.47,1.364,17234.15,2.869,-0.1409
5,1.0,1.75,0.001,1.5,87,0.4598,1618.27,-1098.43,1.254,13104.63,2.866,-0.0963
20,3.0,1.0,0.001,2.0,54,0.4074,2115.62,-1077.11,1.35,12076.05,2.852,-0.0772
20,3.0,1.0,0.002,2.0,54,0.4074,2115.62,-1077.11,1.35,12076.05,2.852,-0.0772
5,2.0,1.5,0.002,3.0,51,0.3137,3166.81,-1079.7,1.341,12879.46,2.851,-0.0783
20,2.5,1.0,0.001,3.0,55,0.3273,3294.4,-1132.86,1.415,17383.32,2.85,-0.1056
20,2.5,1.0,0.002,3.0,55,0.3273,3294.4,-1132.86,1.415,17383.32,2.85,-0.1056
5,2.5,1.5,0.003,3.0,46,0.3261,3155.52,-1072.61,1.424,14081.95,2.849,-0.0783
5,2.5,1.5,0.005,3.0,46,0.3261,3155.52,-1072.61,1.424,14081.95,2.849,-0.0783
15,1.0,1.5,0.001,2.5,75,0.3467,2771.6,-1141.57,1.288,16124.4,2.84,-0.1144
20,1.0,1.5,0.001,2.0,71,0.3944,2157.73,-1102.52,1.274,13008.39,2.834,-0.0967
15,1.5,1.5,0.003,3.0,53,0.3208,3188.34,-1086.13,1.386,15101.06,2.83,-0.1317
15,1.5,1.5,0.005,3.0,53,0.3208,3188.34,-1086.13,1.386,15101.06,2.83,-0.1317
15,3.0,1.0,0.001,2.0,54,0.4074,2127.3,-1085.11,1.348,12077.08,2.83,-0.0864
15,3.0,1.0,0.002,2.0,54,0.4074,2127.3,-1085.11,1.348,12077.08,2.83,-0.0864
15,3.0,1.0,0.003,2.0,54,0.4074,2127.3,-1085.11,1.348,12077.08,2.83,-0.0864
15,3.0,1.0,0.005,2.0,54,0.4074,2127.3,-1085.11,1.348,12077.08,2.83,-0.0864
10,1.0,1.0,0.003,1.5,153,0.4444,1520.81,-1015.07,1.199,17133.95,2.829,-0.1195
5,2.5,1.0,0.001,3.0,60,0.3333,3411.02,-1185.06,1.439,20817.76,2.823,-0.1322
5,2.5,1.0,0.002,3.0,60,0.3333,3411.02,-1185.06,1.439,20817.76,2.823,-0.1322
5,2.5,1.0,0.003,3.0,60,0.3333,3411.02,-1185.06,1.439,20818.0,2.823,-0.1322
5,2.5,1.0,0.005,3.0,60,0.3333,3411.02,-1185.06,1.439,20818.0,2.823,-0.1322
15,3.0,1.0,0.001,1.5,56,0.4821,1606.21,-1092.59,1.369,11682.56,2.804,-0.0962
15,3.0,1.0,0.002,1.5,56,0.4821,1606.21,-1092.59,1.369,11682.56,2.804,-0.0962
15,3.0,1.0,0.003,1.5,56,0.4821,1606.21,-1092.59,1.369,11682.56,2.804,-0.0962
15,3.0,1.0,0.005,1.5,56,0.4821,1606.21,-1092.59,1.369,11682.56,2.804,-0.0962
10,1.0,1.0,0.001,1.5,153,0.4444,1515.68,-1010.97,1.199,17133.7,2.802,-0.1106
5,1.0,1.25,0.003,1.5,124,0.4435,1555.3,-1046.1,1.185,13360.62,2.787,-0.0912
5,1.0,1.25,0.002,1.5,126,0.4444,1560.16,-1049.39,1.189,13911.74,2.778,-0.0912
5,1.5,1.5,0.005,2.5,62,0.3548,2729.77,-1122.25,1.338,15164.9,2.77,-0.1446
10,1.0,1.5,0.005,3.0,70,0.3143,3365.94,-1161.91,1.328,18279.23,2.767,-0.158
15,2.5,1.0,0.001,3.0,55,0.3273,3313.12,-1141.95,1.411,17384.05,2.762,-0.1146
15,2.5,1.0,0.002,3.0,55,0.3273,3313.12,-1141.95,1.411,17384.05,2.762,-0.1146
15,2.5,1.0,0.003,3.0,55,0.3273,3313.12,-1141.95,1.411,17384.05,2.762,-0.1146
15,2.5,1.0,0.005,3.0,55,0.3273,3313.12,-1141.95,1.411,17384.05,2.762,-0.1146
5,1.5,1.5,0.005,3.0,57,0.3158,3224.59,-1102.87,1.349,15030.61,2.761,-0.1404
15,1.0,1.75,0.001,3.0,64,0.3125,3186.36,-1083.32,1.337,16060.88,2.76,-0.0972
20,1.5,1.5,0.003,3.0,50,0.32,3168.14,-1078.48,1.382,14021.83,2.758,-0.1317
20,1.5,1.5,0.005,3.0,50,0.32,3168.14,-1078.48,1.382,14021.83,2.758,-0.1317
5,1.5,1.5,0.001,2.5,65,0.3538,2748.01,-1131.22,1.33,15692.84,2.753,-0.1272
5,2.5,1.25,0.001,2.5,53,0.3585,2692.38,-1104.68,1.362,13595.98,2.737,-0.0964
15,2.5,1.25,0.001,1.5,57,0.4737,1604.03,-1091.09,1.323,10576.11,2.737,-0.1003
20,3.0,1.25,0.001,2.5,45,0.3556,2590.39,-1052.84,1.357,10913.79,2.736,-0.0678
20,3.0,1.25,0.002,2.5,45,0.3556,2590.39,-1052.85,1.357,10913.66,2.736,-0.0678
20,1.0,1.0,0.002,1.5,126,0.4444,1511.29,-1010.26,1.197,13913.69,2.734,-0.1228
20,2.5,1.0,0.003,1.5,62,0.4677,1599.73,-1086.9,1.293,10524.5,2.732,-0.1002
20,2.5,1.0,0.005,1.5,62,0.4677,1599.73,-1086.9,1.293,10524.5,2.732,-0.1002
15,3.0,1.25,0.001,1.5,50,0.48,1591.5,-1081.45,1.358,10078.23,2.727,-0.0779
15,3.0,1.25,0.002,1.5,50,0.48,1591.48,-1081.45,1.358,10077.88,2.727,-0.0779
15,3.0,1.25,0.003,1.5,50,0.48,1591.46,-1081.45,1.358,10077.49,2.727,-0.0779
15,3.0,1.25,0.005,1.5,50,0.48,1591.46,-1081.45,1.358,10077.49,2.727,-0.0779
10,1.0,1.0,0.003,3.0,112,0.3036,3354.41,-1144.92,1.277,24745.77,2.722,-0.1495
20,1.5,1.5,0.003,2.5,54,0.3519,2650.53,-1083.3,1.328,12444.6,2.719,-0.1359
20,1.5,1.5,0.005,2.5,54,0.3519,2650.53,-1083.3,1.328,12444.6,2.719,-0.1359
20,1.0,1.0,0.002,3.0,98,0.3061,3296.09,-1122.6,1.295,22545.78,2.718,-0.1235
10,1.0,1.0,0.001,3.0,112,0.3036,3343.26,-1140.06,1.278,24746.42,2.718,-0.1409
10,1.0,1.25,0.001,1.5,119,0.4454,1522.51,-1019.51,1.199,13405.14,2.715,-0.0827
5,1.0,1.25,0.002,2.0,109,0.3853,2107.54,-1065.08,1.24,17156.0,2.709,-0.0881
5,3.0,1.25,0.002,2.5,51,0.3529,2615.87,-1064.77,1.34,11948.41,2.704,-0.0772
5,3.0,1.25,0.003,2.5,51,0.3529,2615.87,-1064.77,1.34,11948.41,2.704,-0.0772
5,3.0,1.25,0.005,2.5,51,0.3529,2615.87,-1064.77,1.34,11948.41,2.704,-0.0772
15,1.5,1.5,0.002,2.5,59,0.3559,2691.24,-1102.17,1.349,14633.47,2.703,-0.1359
5,1.0,1.5,0.002,1.5,92,0.4457,1591.13,-1077.65,1.187,10276.13,2.702,-0.0779
5,1.0,1.25,0.001,1.5,128,0.4453,1565.11,-1052.77,1.194,14464.99,2.7,-0.0912
10,2.5,1.25,0.002,2.5,50,0.36,2667.76,-1092.28,1.374,13066.65,2.694,-0.0963
5,1.0,1.25,0.005,2.5,96,0.3333,2687.02,-1096.25,1.226,15824.94,2.687,-0.1054
5,3.0,1.25,0.002,3.0,50,0.32,3150.09,-1069.63,1.386,14034.13,2.675,-0.0772
5,3.0,1.25,0.003,3.0,50,0.32,3150.09,-1069.63,1.386,14034.13,2.675,-0.0772
5,3.0,1.25,0.005,3.0,50,0.32,3150.09,-1069.63,1.386,14034.13,2.675,-0.0772
5,1.0,1.75,0.002,3.0,64,0.3125,3206.36,-1092.3,1.334,16065.99,2.661,-0.1409
15,1.0,1.0,0.005,2.0,118,0.3814,2106.96,-1065.18,1.219,17055.43,2.655,-0.1149
15,1.0,1.75,0.002,1.5,70,0.4571,1549.02,-1043.56,1.25,9913.47,2.652,-0.0827
10,3.0,1.25,0.002,1.5,52,0.4808,1593.22,-1082.43,1.363,10604.97,2.65,-0.0779
10,3.0,1.25,0.003,1.5,52,0.4808,1593.21,-1082.43,1.363,10604.83,2.65,-0.0779
10,3.0,1.25,0.005,1.5,52,0.4808,1593.21,-1082.43,1.363,10604.83,2.65,-0.0779
20,1.0,1.5,0.003,3.0,62,0.3065,3229.55,-1105.54,1.291,13823.42,2.649,-0.1409
5,2.5,1.0,0.003,2.5,61,0.3607,2757.7,-1137.01,1.368,16325.99,2.645,-0.1406
5,2.5,1.0,0.005,2.5,61,0.3607,2757.7,-1137.01,1.368,16325.99,2.645,-0.1406
5,1.0,1.5,0.003,1.5,90,0.4444,1585.13,-1073.07,1.182,9751.65,2.633,-0.0779
15,3.0,1.25,0.001,2.5,48,0.3542,2609.36,-1062.01,1.347,11436.58,2.631,-0.0772
15,3.0,1.25,0.002,2.5,48,0.3542,2609.41,-1062.01,1.347,11437.71,2.631,-0.0772
15,3.0,1.25,0.003,2.5,48,0.3542,2609.41,-1061.99,1.347,11438.26,2.631,-0.0772
15,3.0,1.25,0.005,2.5,48,0.3542,2609.41,-1061.99,1.347,11438.26,2.631,-0.0772
15,1.0,1.75,0.001,1.5,77,0.4545,1550.0,-1044.05,1.237,10399.97,2.624,-0.0731
20,3.0,1.25,0.003,1.5,46,0.4783,1578.58,-1071.37,1.351,9016.05,2.621,-0.0685
20,3.0,1.25,0.005,1.5,46,0.4783,1578.58,-1071.37,1.351,9016.05,2.621,-0.0685
15,1.0,1.75,0.003,1.5,68,0.4559,1543.54,-1039.7,1.244,9381.01,2.614,-0.0827
5,2.5,1.5,0.002,3.0,47,0.3191,3132.04,-1063.43,1.381,12951.01,2.61,-0.0783
15,1.5,1.5,0.002,3.0,54,0.3148,3167.22,-1078.22,1.35,13948.61,2.601,-0.1317
5,1.0,1.5,0.003,3.0,74,0.3108,3401.74,-1177.16,1.303,18204.94,2.599,-0.1674
10,1.0,1.0,0.002,1.5,154,0.4416,1509.43,-1007.85,1.184,15965.76,2.599,-0.1195
20,1.0,1.75,0.005,3.0,52,0.3077,3037.44,-1023.43,1.319,11755.49,2.588,-0.1057
5,1.5,1.5,0.003,3.0,58,0.3103,3202.77,-1094.09,1.317,13886.17,2.587,-0.1404
5,1.5,1.5,0.003,2.5,63,0.3492,2713.24,-1114.09,1.307,14013.53,2.586,-0.1446
10,1.0,1.0,0.002,3.0,113,0.3009,3330.89,-1136.11,1.262,23497.67,2.57,-0.1495
5,2.0,1.75,0.001,3.0,50,0.32,3257.9,-1120.85,1.368,14017.47,2.561,-0.1062
10,1.0,1.75,0.003,3.0,61,0.3115,3161.38,-1073.88,1.332,14963.45,2.553,-0.1409
