orb_minutes,atr_multiplier,volume_pct,fvg_min_pct,profit_r,trades,win_rate,avg_win,avg_loss,profit_factor,total_pnl,sharpe,max_drawdown
20,2.0,1.75,0.003,1.5,4,0.75,1516.8,-1027.71,4.428,3522.68,32.007,-0.01
20,2.0,1.75,0.002,3.0,11,0.7273,3298.24,-1159.25,7.587,22908.17,19.831,-0.01
20,2.0,1.75,0.002,2.5,12,0.75,2734.4,-1148.58,7.142,21163.86,17.241,-0.01
20,2.0,1.75,0.002,2.0,12,0.75,2144.02,-1115.03,5.768,15951.05,15.661,-0.01
5,2.0,1.75,0.002,3.0,13,0.6154,3258.61,-1122.52,4.645,20456.28,15.128,-0.0199
10,2.0,1.75,0.002,3.0,13,0.6154,3258.61,-1122.52,4.645,20456.28,15.128,-0.0199
15,2.0,1.75,0.002,3.0,13,0.6154,3258.61,-1122.52,4.645,20456.28,15.128,-0.0199
5,2.0,1.25,0.003,3.0,5,0.6,3055.0,-1039.12,4.41,7086.75,14.635,-0.01
5,2.0,1.5,0.003,3.0,5,0.6,3055.0,-1039.12,4.41,7086.75,14.635,-0.01
10,2.0,1.25,0.003,3.0,5,0.6,3055.0,-1039.12,4.41,7086.75,14.635,-0.01
10,2.0,1.5,0.003,3.0,5,0.6,3055.0,-1039.12,4.41,7086.75,14.635,-0.01
15,2.0,1.25,0.003,3.0,5,0.6,3055.0,-1039.12,4.41,7086.75,14.635,-0.01
15,2.0,1.5,0.003,3.0,5,0.6,3055.0,-1039.12,4.41,7086.75,14.635,-0.01
20,2.0,1.0,0.003,3.0,5,0.6,3055.0,-1039.42,4.409,7086.15,14.631,-0.01
20,2.5,1.75,0.002,3.0,10,0.7,3257.04,-1158.53,6.56,19323.69,14.344,-0.01
20,3.0,1.75,0.002,3.0,10,0.7,3257.4,-1159.45,6.555,19323.44,14.34,-0.01
5,2.0,1.75,0.002,2.5,13,0.6923,2715.69,-1121.35,5.449,19955.8,13.928,-0.0199
10,2.0,1.75,0.002,2.5,13,0.6923,2715.69,-1121.35,5.449,19955.8,13.928,-0.0199
15,2.0,1.75,0.002,2.5,13,0.6923,2715.69,-1121.35,5.449,19955.8,13.928,-0.0199
20,2.0,1.75,0.002,1.5,13,0.7692,1588.09,-1093.18,4.842,12601.35,13.601,-0.01
20,2.5,1.75,0.002,2.5,10,0.7,2673.56,-1128.35,5.529,15329.89,13.23,-0.01
20,3.0,1.75,0.002,2.5,10,0.7,2673.49,-1128.96,5.526,15327.56,13.226,-0.01
20,2.0,1.0,0.003,2.5,5,0.6,2535.22,-1029.96,3.692,5545.74,13.171,-0.01
5,2.0,1.25,0.003,2.5,5,0.6,2535.22,-1031.2,3.688,5543.25,13.155,-0.01
5,2.0,1.5,0.003,2.5,5,0.6,2535.22,-1031.2,3.688,5543.25,13.155,-0.01
10,2.0,1.25,0.003,2.5,5,0.6,2535.22,-1031.2,3.688,5543.25,13.155,-0.01
10,2.0,1.5,0.003,2.5,5,0.6,2535.22,-1031.2,3.688,5543.25,13.155,-0.01
15,2.0,1.25,0.003,2.5,5,0.6,2535.22,-1031.2,3.688,5543.25,13.155,-0.01
15,2.0,1.5,0.003,2.5,5,0.6,2535.22,-1031.2,3.688,5543.25,13.155,-0.01
20,1.0,1.75,0.002,2.0,13,0.6923,2147.23,-1131.98,4.268,14797.14,12.563,-0.0199
5,2.0,1.75,0.002,2.0,13,0.6923,2129.25,-1092.7,4.384,14792.43,12.436,-0.0199
10,2.0,1.75,0.002,2.0,13,0.6923,2129.25,-1092.7,4.384,14792.43,12.436,-0.0199
15,2.0,1.75,0.002,2.0,13,0.6923,2129.25,-1092.7,4.384,14792.43,12.436,-0.0199
20,1.5,1.75,0.002,3.0,12,0.6667,3307.0,-1194.64,5.536,21677.45,12.227,-0.0199
20,2.0,1.5,0.002,3.0,14,0.5714,3262.55,-1141.53,3.811,19251.21,12.096,-0.0199
5,3.0,1.75,0.002,3.0,11,0.6364,3237.51,-1133.3,4.999,18129.38,11.842,-0.0199
10,3.0,1.75,0.002,3.0,11,0.6364,3237.51,-1133.3,4.999,18129.38,11.842,-0.0199
15,3.0,1.75,0.002,3.0,11,0.6364,3237.51,-1133.3,4.999,18129.38,11.842,-0.0199
5,2.5,1.75,0.002,3.0,11,0.6364,3238.0,-1133.92,4.997,18130.32,11.84,-0.0199
10,2.5,1.75,0.002,3.0,11,0.6364,3238.0,-1133.92,4.997,18130.32,11.84,-0.0199
15,2.5,1.75,0.002,3.0,11,0.6364,3238.0,-1133.92,4.997,18130.32,11.84,-0.0199
20,2.5,1.75,0.002,2.0,11,0.7273,2128.11,-1114.27,5.093,13682.06,11.838,-0.01
20,1.0,1.75,0.002,3.0,13,0.6154,3302.95,-1191.82,4.434,20464.52,11.744,-0.0199
20,3.0,1.75,0.002,2.0,10,0.7,2107.04,-1099.09,4.473,11451.99,11.729,-0.01
5,2.5,1.75,0.003,3.0,3,0.6667,3043.59,-1057.54,5.756,5029.63,11.238,-0.01
10,2.5,1.75,0.003,3.0,3,0.6667,3043.59,-1057.54,5.756,5029.63,11.238,-0.01
15,2.5,1.75,0.003,3.0,3,0.6667,3043.59,-1057.54,5.756,5029.63,11.238,-0.01
20,2.5,1.25,0.003,3.0,3,0.6667,3043.59,-1057.54,5.756,5029.63,11.238,-0.01
20,2.5,1.5,0.003,3.0,3,0.6667,3043.59,-1057.54,5.756,5029.63,11.238,-0.01
20,2.5,1.75,0.003,3.0,3,0.6667,3043.59,-1057.54,5.756,5029.63,11.238,-0.01
5,3.0,1.75,0.003,3.0,3,0.6667,3042.56,-1057.54,5.754,5027.58,11.236,-0.01
10,3.0,1.75,0.003,3.0,3,0.6667,3042.56,-1057.54,5.754,5027.58,11.236,-0.01
15,3.0,1.75,0.003,3.0,3,0.6667,3042.56,-1057.54,5.754,5027.58,11.236,-0.01
20,3.0,1.25,0.003,3.0,3,0.6667,3042.56,-1057.54,5.754,5027.58,11.236,-0.01
20,3.0,1.5,0.003,3.0,3,0.6667,3042.56,-1057.54,5.754,5027.58,11.236,-0.01
20,3.0,1.75,0.003,3.0,3,0.6667,3042.56,-1057.54,5.754,5027.58,11.236,-0.01
20,1.5,1.75,0.002,2.5,12,0.6667,2707.26,-1156.94,4.68,17030.35,11.192,-0.0199
20,2.0,1.0,0.003,2.0,5,0.6,2016.85,-1022.52,2.959,4005.53,11.145,-0.01
5,2.0,1.25,0.003,2.0,5,0.6,2016.85,-1023.28,2.956,4003.99,11.135,-0.01
5,2.0,1.5,0.003,2.0,5,0.6,2016.85,-1023.28,2.956,4003.99,11.135,-0.01
10,2.0,1.25,0.003,2.0,5,0.6,2016.85,-1023.28,2.956,4003.99,11.135,-0.01
10,2.0,1.5,0.003,2.0,5,0.6,2016.85,-1023.28,2.956,4003.99,11.135,-0.01
15,2.0,1.25,0.003,2.0,5,0.6,2016.85,-1023.28,2.956,4003.99,11.135,-0.01
15,2.0,1.5,0.003,2.0,5,0.6,2016.85,-1023.28,2.956,4003.99,11.135,-0.01
5,3.0,1.75,0.002,2.5,11,0.6364,2657.6,-1107.02,4.201,14175.11,10.758,-0.0199
10,3.0,1.75,0.002,2.5,11,0.6364,2657.6,-1107.02,4.201,14175.11,10.758,-0.0199
15,3.0,1.75,0.002,2.5,11,0.6364,2657.6,-1107.02,4.201,14175.11,10.758,-0.0199
5,2.0,1.75,0.002,1.5,14,0.7143,1576.72,-1073.03,3.674,11475.11,10.71,-0.0199
10,2.0,1.75,0.002,1.5,14,0.7143,1576.72,-1073.03,3.674,11475.11,10.71,-0.0199
15,2.0,1.75,0.002,1.5,14,0.7143,1576.72,-1073.03,3.674,11475.11,10.71,-0.0199
20,2.0,1.5,0.002,2.5,15,0.6,2709.09,-1135.46,3.579,17569.1,10.677,-0.0199
20,1.0,1.75,0.002,2.5,13,0.6154,2704.24,-1153.79,3.75,15864.97,10.611,-0.0199
5,1.5,1.75,0.002,3.0,13,0.6154,3285.7,-1164.44,4.515,20463.38,10.465,-0.0199
10,1.5,1.75,0.002,3.0,13,0.6154,3285.7,-1164.44,4.515,20463.38,10.465,-0.0199
15,1.5,1.75,0.002,3.0,13,0.6154,3285.7,-1164.44,4.515,20463.38,10.465,-0.0199
5,2.5,1.75,0.003,2.5,3,0.6667,2529.96,-1047.37,4.831,4012.55,10.279,-0.01
10,2.5,1.75,0.003,2.5,3,0.6667,2529.96,-1047.37,4.831,4012.55,10.279,-0.01
15,2.5,1.75,0.003,2.5,3,0.6667,2529.96,-1047.37,4.831,4012.55,10.279,-0.01
20,2.5,1.25,0.003,2.5,3,0.6667,2529.96,-1047.37,4.831,4012.55,10.279,-0.01
20,2.5,1.5,0.003,2.5,3,0.6667,2529.96,-1047.37,4.831,4012.55,10.279,-0.01
20,2.5,1.75,0.003,2.5,3,0.6667,2529.96,-1047.37,4.831,4012.55,10.279,-0.01
5,1.0,1.75,0.002,2.0,14,0.6429,2132.51,-1108.69,3.462,13649.15,10.278,-0.0199
10,1.0,1.75,0.002,2.0,14,0.6429,2132.51,-1108.69,3.462,13649.15,10.278,-0.0199
15,1.0,1.75,0.002,2.0,14,0.6429,2132.51,-1108.69,3.462,13649.15,10.278,-0.0199
20,2.0,1.25,0.002,3.0,15,0.5333,3249.54,-1134.0,3.275,18058.35,10.272,-0.0199
5,3.0,1.75,0.003,2.5,3,0.6667,2527.84,-1049.41,4.818,4006.27,10.263,-0.01
10,3.0,1.75,0.003,2.5,3,0.6667,2527.84,-1049.41,4.818,4006.27,10.263,-0.01
15,3.0,1.75,0.003,2.5,3,0.6667,2527.84,-1049.41,4.818,4006.27,10.263,-0.01
20,3.0,1.25,0.003,2.5,3,0.6667,2527.84,-1049.41,4.818,4006.27,10.263,-0.01
20,3.0,1.5,0.003,2.5,3,0.6667,2527.84,-1049.41,4.818,4006.27,10.263,-0.01
20,3.0,1.75,0.003,2.5,3,0.6667,2527.84,-1049.41,4.818,4006.27,10.263,-0.01
5,2.5,1.75,0.002,2.5,12,0.5833,2646.26,-1097.21,3.377,13037.75,10.212,-0.0199
10,2.5,1.75,0.002,2.5,12,0.5833,2646.26,-1097.21,3.377,13037.75,10.212,-0.0199
15,2.5,1.75,0.002,2.5,12,0.5833,2646.26,-1097.21,3.377,13037.75,10.212,-0.0199
20,1.0,1.75,0.002,1.5,13,0.6923,1578.23,-1093.05,3.249,9831.85,10.13,-0.0199
20,1.5,1.75,0.002,1.5,13,0.6923,1578.03,-1093.29,3.248,9829.11,10.125,-0.0199
20,2.5,1.75,0.002,1.5,11,0.7273,1568.16,-1081.42,3.867,9301.0,10.047,-0.01
5,1.0,1.75,0.002,3.0,14,0.5714,3281.49,-1165.32,3.755,19260.03,10.044,-0.0199
10,1.0,1.75,0.002,3.0,14,0.5714,3281.49,-1165.32,3.755,19260.03,10.044,-0.0199
15,1.0,1.75,0.002,3.0,14,0.5714,3281.49,-1165.32,3.755,19260.03,10.044,-0.0199
20,3.0,1.75,0.002,1.5,11,0.7273,1567.54,-1081.54,3.865,9295.67,10.043,-0.01
5,2.5,1.75,0.002,2.0,12,0.6667,2114.07,-1092.69,3.869,12541.83,9.661,-0.0199
10,2.5,1.75,0.002,2.0,12,0.6667,2114.07,-1092.69,3.869,12541.83,9.661,-0.0199
15,2.5,1.75,0.002,2.0,12,0.6667,2114.07,-1092.69,3.869,12541.83,9.661,-0.0199
5,1.5,1.75,0.002,2.5,13,0.6154,2690.23,-1131.61,3.804,15863.77,9.458,-0.0199
10,1.5,1.75,0.002,2.5,13,0.6154,2690.23,-1131.61,3.804,15863.77,9.458,-0.0199
15,1.5,1.75,0.002,2.5,13,0.6154,2690.23,-1131.61,3.804,15863.77,9.458,-0.0199
5,2.0,1.0,0.003,3.0,6,0.5,3036.83,-1028.23,2.953,6025.8,9.233,-0.0199
10,2.0,1.0,0.003,3.0,6,0.5,3036.83,-1028.23,2.953,6025.8,9.233,-0.0199
15,2.0,1.0,0.003,3.0,6,0.5,3036.83,-1028.23,2.953,6025.8,9.233,-0.0199
20,2.0,1.25,0.002,2.5,16,0.5625,2699.46,-1128.62,3.075,16394.81,9.1,-0.0199
20,1.5,1.75,0.002,2.0,13,0.6154,2125.21,-1116.42,3.046,11419.6,9.081,-0.0202
20,2.0,1.5,0.002,2.0,15,0.6,2123.77,-1101.23,2.893,12506.58,9.078,-0.0199
5,2.5,1.75,0.003,2.0,3,0.6667,2018.88,-1037.2,3.893,3000.56,8.998,-0.01
10,2.5,1.75,0.003,2.0,3,0.6667,2018.88,-1037.2,3.893,3000.56,8.998,-0.01
15,2.5,1.75,0.003,2.0,3,0.6667,2018.88,-1037.2,3.893,3000.56,8.998,-0.01
20,2.5,1.25,0.003,2.0,3,0.6667,2018.88,-1037.2,3.893,3000.56,8.998,-0.01
20,2.5,1.5,0.003,2.0,3,0.6667,2018.88,-1037.2,3.893,3000.56,8.998,-0.01
20,2.5,1.75,0.003,2.0,3,0.6667,2018.88,-1037.2,3.893,3000.56,8.998,-0.01
5,3.0,1.75,0.003,2.0,3,0.6667,2018.2,-1037.2,3.892,2999.2,8.996,-0.01
10,3.0,1.75,0.003,2.0,3,0.6667,2018.2,-1037.2,3.892,2999.2,8.996,-0.01
15,3.0,1.75,0.003,2.0,3,0.6667,2018.2,-1037.2,3.892,2999.2,8.996,-0.01
20,3.0,1.25,0.003,2.0,3,0.6667,2018.2,-1037.2,3.892,2999.2,8.996,-0.01
20,3.0,1.5,0.003,2.0,3,0.6667,2018.2,-1037.2,3.892,2999.2,8.996,-0.01
20,3.0,1.75,0.003,2.0,3,0.6667,2018.2,-1037.2,3.892,2999.2,8.996,-0.01
5,1.0,1.75,0.002,2.5,14,0.5714,2686.99,-1131.38,3.167,14707.69,8.949,-0.0199
10,1.0,1.75,0.002,2.5,14,0.5714,2686.99,-1131.38,3.167,14707.69,8.949,-0.0199
15,1.0,1.75,0.002,2.5,14,0.5714,2686.99,-1131.38,3.167,14707.69,8.949,-0.0199
20,2.0,1.0,0.002,3.0,16,0.5,3236.98,-1126.72,2.873,16882.09,8.854,-0.0297
20,2.5,1.5,0.002,3.0,13,0.5385,3232.43,-1141.3,3.304,15779.25,8.714,-0.0199
20,3.0,1.5,0.002,3.0,13,0.5385,3231.37,-1141.05,3.304,15773.29,8.714,-0.0199
5,3.0,1.75,0.002,2.0,12,0.5833,2085.6,-1072.83,2.722,9235.09,8.592,-0.0199
10,3.0,1.75,0.002,2.0,12,0.5833,2085.6,-1072.83,2.722,9235.09,8.592,-0.0199
15,3.0,1.75,0.002,2.0,12,0.5833,2085.6,-1072.83,2.722,9235.09,8.592,-0.0199
5,2.0,1.5,0.002,3.0,17,0.4706,3207.79,-1105.75,2.579,15710.58,8.584,-0.0297
10,2.0,1.5,0.002,3.0,17,0.4706,3207.79,-1105.75,2.579,15710.58,8.584,-0.0297
15,2.0,1.5,0.002,3.0,17,0.4706,3207.79,-1105.75,2.579,15710.58,8.584,-0.0297
20,1.0,1.25,0.002,3.0,17,0.5294,3329.74,-1196.62,3.13,20394.68,8.56,-0.0297
20,2.0,1.0,0.003,1.5,5,0.6,1505.59,-1016.43,2.222,2483.92,8.291,-0.01
5,2.0,1.25,0.003,1.5,5,0.6,1505.59,-1016.72,2.221,2483.34,8.288,-0.01
5,2.0,1.5,0.003,1.5,5,0.6,1505.59,-1016.72,2.221,2483.34,8.288,-0.01
10,2.0,1.25,0.003,1.5,5,0.6,1505.59,-1016.72,2.221,2483.34,8.288,-0.01
10,2.0,1.5,0.003,1.5,5,0.6,1505.59,-1016.72,2.221,2483.34,8.288,-0.01
15,2.0,1.25,0.003,1.5,5,0.6,1505.59,-1016.72,2.221,2483.34,8.288,-0.01
15,2.0,1.5,0.003,1.5,5,0.6,1505.59,-1016.72,2.221,2483.34,8.288,-0.01
20,2.0,1.25,0.002,1.5,17,0.6471,1583.72,-1087.14,2.671,10898.12,8.286,-0.0199
20,1.5,1.75,0.001,3.0,23,0.5217,3419.3,-1216.91,3.065,27645.59,8.231,-0.0199
5,1.5,1.75,0.002,1.5,14,0.6429,1567.37,-1074.46,2.626,8734.02,8.02,-0.0199
10,1.5,1.75,0.002,1.5,14,0.6429,1567.37,-1074.46,2.626,8734.02,8.02,-0.0199
15,1.5,1.75,0.002,1.5,14,0.6429,1567.37,-1074.46,2.626,8734.02,8.02,-0.0199
5,1.0,1.75,0.002,1.5,14,0.6429,1567.51,-1075.05,2.625,8732.39,8.016,-0.0199
10,1.0,1.75,0.002,1.5,14,0.6429,1567.51,-1075.05,2.625,8732.39,8.016,-0.0199
15,1.0,1.75,0.002,1.5,14,0.6429,1567.51,-1075.05,2.625,8732.39,8.016,-0.0199
20,1.5,1.5,0.002,3.0,15,0.5333,3284.78,-1173.51,3.199,18063.68,7.949,-0.0297
5,2.0,1.0,0.003,2.5,6,0.5,2516.54,-1021.61,2.463,4484.8,7.934,-0.0199
10,2.0,1.0,0.003,2.5,6,0.5,2516.54,-1021.61,2.463,4484.8,7.934,-0.0199
15,2.0,1.0,0.003,2.5,6,0.5,2516.54,-1021.61,2.463,4484.8,7.934,-0.0199
20,1.0,1.25,0.002,2.0,17,0.5882,2150.93,-1127.46,2.725,13617.11,7.913,-0.0297
5,2.0,1.5,0.002,2.5,17,0.5294,2677.82,-1108.91,2.717,15229.09,7.91,-0.0199
10,2.0,1.5,0.002,2.5,17,0.5294,2677.82,-1108.91,2.717,15229.09,7.91,-0.0199
15,2.0,1.5,0.002,2.5,17,0.5294,2677.82,-1108.91,2.717,15229.09,7.91,-0.0199
20,2.0,1.75,0.001,2.5,22,0.5455,2767.42,-1159.58,2.864,21613.27,7.884,-0.0297
5,2.5,1.75,0.002,1.5,12,0.6667,1557.91,-1064.37,2.927,8205.82,7.871,-0.0199
10,2.5,1.75,0.002,1.5,12,0.6667,1557.91,-1064.37,2.927,8205.82,7.871,-0.0199
15,2.5,1.75,0.002,1.5,12,0.6667,1557.91,-1064.37,2.927,8205.82,7.871,-0.0199
5,3.0,1.75,0.002,1.5,12,0.6667,1557.8,-1064.59,2.927,8204.05,7.87,-0.0199
10,3.0,1.75,0.002,1.5,12,0.6667,1557.8,-1064.59,2.927,8204.05,7.87,-0.0199
15,3.0,1.75,0.002,1.5,12,0.6667,1557.8,-1064.59,2.927,8204.05,7.87,-0.0199
20,2.0,1.0,0.002,2.5,17,0.5294,2689.82,-1122.34,2.696,15229.69,7.84,-0.0297
20,1.0,1.5,0.002,3.0,16,0.5,3280.92,-1170.09,2.804,16886.68,7.582,-0.0297
20,2.5,1.5,0.002,2.5,13,0.5385,2654.09,-1111.58,2.786,11909.12,7.578,-0.0199
20,3.0,1.5,0.002,2.5,13,0.5385,2653.47,-1111.59,2.785,11904.79,7.577,-0.0199
10,1.5,1.75,0.001,3.0,24,0.5,3395.17,-1197.88,2.834,26367.53,7.569,-0.0297
15,1.5,1.75,0.001,3.0,24,0.5,3395.17,-1197.88,2.834,26367.53,7.569,-0.0297
20,2.0,1.25,0.002,2.0,16,0.5625,2117.22,-1095.12,2.486,11389.12,7.563,-0.0199
20,1.0,1.0,0.002,3.0,18,0.5,3317.82,-1185.35,2.799,19192.31,7.561,-0.0297
20,2.5,1.25,0.002,3.0,14,0.5,3222.52,-1133.72,2.842,14621.62,7.496,-0.0199
20,3.0,1.25,0.002,3.0,14,0.5,3222.45,-1133.76,2.842,14620.8,7.496,-0.0199
20,3.0,1.75,0.001,3.0,20,0.5,3296.86,-1144.38,2.881,21524.83,7.486,-0.0199
20,2.5,1.75,0.001,3.0,20,0.5,3297.67,-1145.11,2.88,21525.56,7.484,-0.0199
5,1.5,1.75,0.002,2.0,14,0.5714,2111.61,-1098.17,2.564,10303.82,7.466,-0.0202
10,1.5,1.75,0.002,2.0,14,0.5714,2111.61,-1098.17,2.564,10303.82,7.466,-0.0202
15,1.5,1.75,0.002,2.0,14,0.5714,2111.61,-1098.17,2.564,10303.82,7.466,-0.0202
5,2.0,1.25,0.002,3.0,18,0.4444,3196.73,-1101.01,2.323,14563.75,7.431,-0.0297
10,2.0,1.25,0.002,3.0,18,0.4444,3196.73,-1101.01,2.323,14563.75,7.431,-0.0297
15,2.0,1.25,0.002,3.0,18,0.4444,3196.73,-1101.01,2.323,14563.75,7.431,-0.0297
20,2.0,1.5,0.002,1.5,16,0.625,1571.57,-1076.16,2.434,9258.71,7.43,-0.0199
20,1.0,1.25,0.002,2.5,17,0.5294,2719.29,-1154.9,2.649,15234.44,7.413,-0.0297
20,2.0,1.75,0.001,3.0,21,0.4762,3291.53,-1145.18,2.613,20318.35,7.244,-0.0297
5,2.5,1.75,0.003,1.5,3,0.6667,1510.35,-1027.03,2.941,1993.66,7.201,-0.01
10,2.5,1.75,0.003,1.5,3,0.6667,1510.35,-1027.03,2.941,1993.66,7.201,-0.01
15,2.5,1.75,0.003,1.5,3,0.6667,1510.35,-1027.03,2.941,1993.66,7.201,-0.01
20,2.5,1.25,0.003,1.5,3,0.6667,1510.35,-1027.03,2.941,1993.66,7.201,-0.01
20,2.5,1.5,0.003,1.5,3,0.6667,1510.35,-1027.03,2.941,1993.66,7.201,-0.01
20,2.5,1.75,0.003,1.5,3,0.6667,1510.35,-1027.03,2.941,1993.66,7.201,-0.01
5,3.0,1.75,0.003,1.5,3,0.6667,1509.07,-1029.07,2.933,1989.08,7.182,-0.01
10,3.0,1.75,0.003,1.5,3,0.6667,1509.07,-1029.07,2.933,1989.08,7.182,-0.01
15,3.0,1.75,0.003,1.5,3,0.6667,1509.07,-1029.07,2.933,1989.08,7.182,-0.01
20,3.0,1.25,0.003,1.5,3,0.6667,1509.07,-1029.07,2.933,1989.08,7.182,-0.01
20,3.0,1.5,0.003,1.5,3,0.6667,1509.07,-1029.07,2.933,1989.08,7.182,-0.01
20,3.0,1.75,0.003,1.5,3,0.6667,1509.07,-1029.07,2.933,1989.08,7.182,-0.01
20,1.5,1.75,0.001,2.5,23,0.5217,2770.52,-1167.77,2.588,20400.76,7.163,-0.0199
10,2.0,1.75,0.001,2.5,23,0.5217,2748.5,-1143.93,2.621,20398.72,7.151,-0.0297
15,2.0,1.75,0.001,2.5,23,0.5217,2748.5,-1143.93,2.621,20398.72,7.151,-0.0297
20,1.0,1.5,0.002,2.0,16,0.5625,2129.84,-1111.34,2.464,11389.22,7.025,-0.0297
20,1.5,1.25,0.002,3.0,16,0.5,3276.01,-1165.47,2.811,16884.27,6.962,-0.0297
5,1.5,1.75,0.001,3.0,25,0.48,3395.17,-1202.94,2.605,25103.78,6.901,-0.0297
20,1.5,1.5,0.002,2.5,15,0.5333,2689.75,-1137.08,2.703,13558.41,6.9,-0.0297
20,2.5,1.75,0.001,2.0,21,0.5714,2157.06,-1115.62,2.578,15844.2,6.874,-0.0199
20,2.0,1.0,0.002,1.5,18,0.6111,1576.43,-1078.32,2.297,9792.55,6.863,-0.0199
5,2.0,1.25,0.002,2.5,18,0.5,2668.51,-1104.42,2.416,14076.82,6.851,-0.0199
10,2.0,1.25,0.002,2.5,18,0.5,2668.51,-1104.42,2.416,14076.82,6.851,-0.0199
15,2.0,1.25,0.002,2.5,18,0.5,2668.51,-1104.42,2.416,14076.82,6.851,-0.0199
10,3.0,1.75,0.001,3.0,21,0.4762,3276.93,-1132.17,2.631,20315.4,6.796,-0.0297
15,3.0,1.75,0.001,3.0,21,0.4762,3276.93,-1132.17,2.631,20315.4,6.796,-0.0297
10,2.5,1.75,0.001,3.0,21,0.4762,3277.2,-1132.78,2.63,20311.45,6.794,-0.0297
15,2.5,1.75,0.001,3.0,21,0.4762,3277.2,-1132.78,2.63,20311.45,6.794,-0.0297
20,1.0,1.0,0.002,2.0,18,0.5556,2141.99,-1117.15,2.397,12482.72,6.775,-0.0297
5,1.0,1.25,0.002,3.0,19,0.4737,3291.11,-1162.13,2.549,17998.76,6.759,-0.0297
10,1.0,1.25,0.002,3.0,19,0.4737,3291.11,-1162.13,2.549,17998.76,6.759,-0.0297
15,1.0,1.25,0.002,3.0,19,0.4737,3291.11,-1162.13,2.549,17998.76,6.759,-0.0297
5,2.5,1.25,0.003,3.0,4,0.5,3028.33,-1038.1,2.917,3980.45,6.728,-0.01
5,2.5,1.5,0.003,3.0,4,0.5,3028.33,-1038.1,2.917,3980.45,6.728,-0.01
10,2.5,1.25,0.003,3.0,4,0.5,3028.33,-1038.1,2.917,3980.45,6.728,-0.01
10,2.5,1.5,0.003,3.0,4,0.5,3028.33,-1038.1,2.917,3980.45,6.728,-0.01
15,2.5,1.25,0.003,3.0,4,0.5,3028.33,-1038.1,2.917,3980.45,6.728,-0.01
15,2.5,1.5,0.003,3.0,4,0.5,3028.33,-1038.1,2.917,3980.45,6.728,-0.01
20,2.5,1.0,0.003,3.0,4,0.5,3028.33,-1038.4,2.916,3979.85,6.727,-0.01
5,3.0,1.25,0.003,3.0,4,0.5,3027.3,-1039.12,2.913,3976.37,6.721,-0.01
5,3.0,1.5,0.003,3.0,4,0.5,3027.3,-1039.12,2.913,3976.37,6.721,-0.01
10,3.0,1.25,0.003,3.0,4,0.5,3027.3,-1039.12,2.913,3976.37,6.721,-0.01
10,3.0,1.5,0.003,3.0,4,0.5,3027.3,-1039.12,2.913,3976.37,6.721,-0.01
