entry_time,exit_time,symbol,strike,dte,entry_price,exit_price,best_price,worst_price,pnl,pnl_pct,hold_duration_min,signal_type,recommended_dte,actual_dte
2026-01-30 11:37:00,2026-01-30 11:53:00,META,719.0,2,2.5,2.49,2.52,2.48,-0.61,-0.24,16.0,BOS_BULL,2,2
2026-01-30 11:37:00,2026-01-30 11:53:00,TSLA,440.0,2,2.5,2.43,2.5,2.43,-6.97,-2.79,16.0,BOS_BULL,2,2
2026-01-30 11:37:00,2026-01-30 11:53:00,QQQ,626.0,2,2.5,2.48,2.51,2.47,-2.26,-0.9,16.0,BOS_BULL,2,2
2026-01-30 11:37:00,2026-01-30 11:53:00,AMD,242.0,2,2.5,2.44,2.52,2.4,-6.28,-2.51,16.0,BOS_BULL,2,2
2026-01-30 11:38:00,2026-01-30 11:54:00,AMD,242.0,2,2.5,2.43,2.51,2.39,-6.85,-2.74,16.0,BOS_BULL,2,2
2026-01-30 11:38:00,2026-01-30 11:54:00,TSLA,439.0,2,2.5,2.43,2.5,2.43,-7.4,-2.96,16.0,BOS_BULL,2,2
2026-01-30 11:39:00,2026-01-30 11:55:00,NVDA,193.0,2,2.5,2.5,2.53,2.48,0.19,0.08,16.0,BOS_BULL,2,2
2026-01-30 11:39:00,2026-01-30 11:55:00,AMD,242.0,2,2.5,2.45,2.53,2.42,-4.84,-1.93,16.0,BOS_BULL,2,2
2026-01-30 11:42:00,2026-01-30 11:58:00,NVDA,193.0,2,2.5,2.47,2.51,2.46,-2.82,-1.13,16.0,BOS_BULL,2,2
2026-01-30 11:43:00,2026-01-30 11:59:00,META,719.0,2,2.5,2.45,2.52,2.45,-4.62,-1.85,16.0,BOS_BULL,2,2
2026-01-30 11:43:00,2026-01-30 11:59:00,AMD,242.0,2,2.5,2.41,2.5,2.38,-9.46,-3.78,16.0,BOS_BULL,2,2
2026-01-30 11:44:00,2026-01-30 12:00:00,META,720.0,2,2.5,2.43,2.5,2.43,-6.6,-2.64,16.0,BOS_BULL,2,2
2026-01-30 11:44:00,2026-01-30 12:00:00,QQQ,626.0,2,2.5,2.46,2.5,2.46,-4.3,-1.72,16.0,BOS_BULL,2,2
2026-01-30 11:44:00,2026-01-30 12:00:00,AAPL,257.0,2,2.5,2.45,2.5,2.45,-4.82,-1.93,16.0,BOS_BULL,2,2
2026-01-30 11:44:00,2026-01-30 12:00:00,NVDA,193.0,2,2.5,2.44,2.5,2.44,-5.64,-2.26,16.0,BOS_BULL,2,2
