params,trades,wins,loss,wr,pf,pnl,avg_win,avg_loss
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.0, 'lookback': 20, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'power'}",128,39,89,30.46875,0.7232122020126577,-11.767050000000463,0.7883549450549405,-0.47767295345104654
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.0, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'all'}",1705,581,1124,34.07624633431085,0.7357136783947518,-138.8875750000015,0.6654591590853196,-0.4675439025165232
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.0, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'morning'}",175,56,119,32.0,0.6162719324673872,-50.21820714285711,1.4401973214285702,-1.099741656662664
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.0, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'power'}",128,39,89,30.46875,0.7232122020126577,-11.767050000000463,0.7883549450549405,-0.47767295345104654
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.0, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'all'}",1705,581,1124,34.07624633431085,0.7357136783947518,-138.8875750000015,0.6654591590853196,-0.4675439025165232
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.0, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'morning'}",175,56,119,32.0,0.6162719324673872,-50.21820714285711,1.4401973214285702,-1.099741656662664
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.0, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'power'}",128,39,89,30.46875,0.7232122020126577,-11.767050000000463,0.7883549450549405,-0.47767295345104654
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'all'}",1949,643,1306,32.99127757824525,0.7444996910428905,-156.93801428571618,0.7111975838702496,-0.47032010774447663
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'morning'}",190,56,134,29.47368421052631,0.5959227259056253,-58.22687857142897,1.5334195790816243,-1.075361007462686
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'power'}",139,44,95,31.654676258992804,0.8267073225650219,-7.69621250000035,0.8344415990259719,-0.46749097744361173
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'all'}",1949,643,1306,32.99127757824525,0.7444996910428905,-156.93801428571618,0.7111975838702496,-0.47032010774447663
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'morning'}",190,56,134,29.47368421052631,0.5959227259056253,-58.22687857142897,1.5334195790816243,-1.075361007462686
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'power'}",139,44,95,31.654676258992804,0.8267073225650219,-7.69621250000035,0.8344415990259719,-0.46749097744361173
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'all'}",1949,643,1306,32.99127757824525,0.7444996910428905,-156.93801428571618,0.7111975838702496,-0.47032010774447663
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'morning'}",190,56,134,29.47368421052631,0.5959227259056253,-58.22687857142897,1.5334195790816243,-1.075361007462686
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'power'}",139,44,95,31.654676258992804,0.8267073225650219,-7.69621250000035,0.8344415990259719,-0.46749097744361173
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'all'}",1949,643,1306,32.99127757824525,0.7444996910428905,-156.93801428571618,0.7111975838702496,-0.47032010774447663
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'morning'}",190,56,134,29.47368421052631,0.5959227259056253,-58.22687857142897,1.5334195790816243,-1.075361007462686
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'power'}",139,44,95,31.654676258992804,0.8267073225650219,-7.69621250000035,0.8344415990259719,-0.46749097744361173
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'all'}",1827,609,1218,33.33333333333333,0.7539602138305592,-138.58167142857332,0.6973191473140966,-0.46243762901712493
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'morning'}",184,55,129,29.891304347826086,0.5937619905177081,-56.59764821428617,1.504068214285705,-1.0800108527131778
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'power'}",133,42,91,31.57894736842105,0.7806367589665432,-9.48801250000038,0.8039167942176846,-0.47530239403454
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'all'}",1827,609,1218,33.33333333333333,0.7539602138305592,-138.58167142857332,0.6973191473140966,-0.46243762901712493
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'morning'}",184,55,129,29.891304347826086,0.5937619905177081,-56.59764821428617,1.504068214285705,-1.0800108527131778
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'power'}",133,42,91,31.57894736842105,0.7806367589665432,-9.48801250000038,0.8039167942176846,-0.47530239403454
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 16, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'all'}",1827,609,1218,33.33333333333333,0.7539602138305592,-138.58167142857332,0.6973191473140966,-0.46243762901712493
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 16, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'morning'}",184,55,129,29.891304347826086,0.5937619905177081,-56.59764821428617,1.504068214285705,-1.0800108527131778
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 16, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'power'}",133,42,91,31.57894736842105,0.7806367589665432,-9.48801250000038,0.8039167942176846,-0.47530239403454
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 16, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'all'}",1827,609,1218,33.33333333333333,0.7539602138305592,-138.58167142857332,0.6973191473140966,-0.46243762901712493
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 16, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'morning'}",184,55,129,29.891304347826086,0.5937619905177081,-56.59764821428617,1.504068214285705,-1.0800108527131778
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 16, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'power'}",133,42,91,31.57894736842105,0.7806367589665432,-9.48801250000038,0.8039167942176846,-0.47530239403454
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 20, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'all'}",1705,563,1142,33.02052785923754,0.7500403383502566,-133.1765946428588,0.7097970724435405,-0.4665432105329002
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 20, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'morning'}",175,52,123,29.714285714285715,0.5890863204223077,-54.970112500000496,1.5154849244505388,-1.087604297328687
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 20, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'power'}",128,37,91,28.90625,0.7681236146037668,-10.029237500000384,0.8979264961389933,-0.47530239403454
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 20, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'all'}",1705,563,1142,33.02052785923754,0.7500403383502566,-133.1765946428588,0.7097970724435405,-0.4665432105329002
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 20, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'morning'}",175,52,123,29.714285714285715,0.5890863204223077,-54.970112500000496,1.5154849244505388,-1.087604297328687
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 20, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'power'}",128,37,91,28.90625,0.7681236146037668,-10.029237500000384,0.8979264961389933,-0.47530239403454
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'all'}",1705,563,1142,33.02052785923754,0.7500403383502566,-133.1765946428588,0.7097970724435405,-0.4665432105329002
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'morning'}",175,52,123,29.714285714285715,0.5890863204223077,-54.970112500000496,1.5154849244505388,-1.087604297328687
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'power'}",128,37,91,28.90625,0.7681236146037668,-10.029237500000384,0.8979264961389933,-0.47530239403454
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'all'}",1705,563,1142,33.02052785923754,0.7500403383502566,-133.1765946428588,0.7097970724435405,-0.4665432105329002
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'morning'}",175,52,123,29.714285714285715,0.5890863204223077,-54.970112500000496,1.5154849244505388,-1.087604297328687
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 2.5, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'power'}",128,37,91,28.90625,0.7681236146037668,-10.029237500000384,0.8979264961389933,-0.47530239403454
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'all'}",1949,627,1322,32.17034376603387,0.7456915083922362,-158.10896785714482,0.7394133686488936,-0.4702883131618765
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'morning'}",190,54,136,28.421052631578945,0.6046941676418385,-57.31868214285767,1.6236970238095136,-1.0661641281512602
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'power'}",139,42,97,30.215827338129497,0.8732103282279844,-5.69143214285738,0.9332698979591844,-0.46277080265096004
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'all'}",1949,627,1322,32.17034376603387,0.7456915083922362,-158.10896785714482,0.7394133686488936,-0.4702883131618765
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'morning'}",190,54,136,28.421052631578945,0.6046941676418385,-57.31868214285767,1.6236970238095136,-1.0661641281512602
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'power'}",139,42,97,30.215827338129497,0.8732103282279844,-5.69143214285738,0.9332698979591844,-0.46277080265096004
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'all'}",1949,627,1322,32.17034376603387,0.7456915083922362,-158.10896785714482,0.7394133686488936,-0.4702883131618765
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'morning'}",190,54,136,28.421052631578945,0.6046941676418385,-57.31868214285767,1.6236970238095136,-1.0661641281512602
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'power'}",139,42,97,30.215827338129497,0.8732103282279844,-5.69143214285738,0.9332698979591844,-0.46277080265096004
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'all'}",1949,627,1322,32.17034376603387,0.7456915083922362,-158.10896785714482,0.7394133686488936,-0.4702883131618765
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'morning'}",190,54,136,28.421052631578945,0.6046941676418385,-57.31868214285767,1.6236970238095136,-1.0661641281512602
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'power'}",139,42,97,30.215827338129497,0.8732103282279844,-5.69143214285738,0.9332698979591844,-0.46277080265096004
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'all'}",1827,595,1232,32.56704980842912,0.7579153022267379,-137.90403571428766,0.7256268547418956,-0.4623798817254182
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'morning'}",184,53,131,28.804347826086957,0.6129554556053006,-54.27190714285773,1.621687533692711,-1.0703919574700107
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'power'}",133,40,93,30.075187969924812,0.8175865504765449,-7.976875000000192,0.8938191964285739,-0.4702112135176683
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'all'}",1827,595,1232,32.56704980842912,0.7579153022267379,-137.90403571428766,0.7256268547418956,-0.4623798817254182
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'morning'}",184,53,131,28.804347826086957,0.6129554556053006,-54.27190714285773,1.621687533692711,-1.0703919574700107
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'power'}",133,40,93,30.075187969924812,0.8175865504765449,-7.976875000000192,0.8938191964285739,-0.4702112135176683
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 16, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'all'}",1827,595,1232,32.56704980842912,0.7579153022267379,-137.90403571428766,0.7256268547418956,-0.4623798817254182
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 16, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'morning'}",184,53,131,28.804347826086957,0.6129554556053006,-54.27190714285773,1.621687533692711,-1.0703919574700107
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 16, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'power'}",133,40,93,30.075187969924812,0.8175865504765449,-7.976875000000192,0.8938191964285739,-0.4702112135176683
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 16, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'all'}",1827,595,1232,32.56704980842912,0.7579153022267379,-137.90403571428766,0.7256268547418956,-0.4623798817254182
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 16, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'morning'}",184,53,131,28.804347826086957,0.6129554556053006,-54.27190714285773,1.621687533692711,-1.0703919574700107
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 16, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'power'}",133,40,93,30.075187969924812,0.8175865504765449,-7.976875000000192,0.8938191964285739,-0.4702112135176683
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 20, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'all'}",1705,548,1157,32.14076246334311,0.7527881322034955,-133.2625035714306,0.7405098800834184,-0.46591349858007225
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 20, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'morning'}",175,50,125,28.57142857142857,0.6094793304010024,-52.593478571429145,1.6416359285714168,-1.0774021999999999
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 20, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'power'}",128,35,93,27.34375,0.8037321039177379,-8.582725000000202,1.004197653061227,-0.4702112135176683
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 20, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'all'}",1705,548,1157,32.14076246334311,0.7527881322034955,-133.2625035714306,0.7405098800834184,-0.46591349858007225
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 20, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'morning'}",175,50,125,28.57142857142857,0.6094793304010024,-52.593478571429145,1.6416359285714168,-1.0774021999999999
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 20, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'power'}",128,35,93,27.34375,0.8037321039177379,-8.582725000000202,1.004197653061227,-0.4702112135176683
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'all'}",1705,548,1157,32.14076246334311,0.7527881322034955,-133.2625035714306,0.7405098800834184,-0.46591349858007225
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'morning'}",175,50,125,28.57142857142857,0.6094793304010024,-52.593478571429145,1.6416359285714168,-1.0774021999999999
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'power'}",128,35,93,27.34375,0.8037321039177379,-8.582725000000202,1.004197653061227,-0.4702112135176683
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'all'}",1705,548,1157,32.14076246334311,0.7527881322034955,-133.2625035714306,0.7405098800834184,-0.46591349858007225
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'morning'}",175,50,125,28.57142857142857,0.6094793304010024,-52.593478571429145,1.6416359285714168,-1.0774021999999999
"{'volume_mult': 2.0, 'atr_stop_mult': 2.5, 'risk_reward': 3.0, 'lookback': 20, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'power'}",128,35,93,27.34375,0.8037321039177379,-8.582725000000202,1.004197653061227,-0.4702112135176683
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'all'}",1512,435,1077,28.76984126984127,0.7023394229994918,-94.08553214285709,0.5103396551724119,-0.29348494163682093
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'morning'}",139,38,101,27.33812949640288,0.7547515566485833,-15.621125000000124,1.2651046992481172,-0.6306445898161245
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'power'}",91,32,59,35.16483516483517,1.0611820963509568,1.0407428571426607,0.5641037946428487,-0.288314891041161
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'all'}",1512,435,1077,28.76984126984127,0.7023394229994918,-94.08553214285709,0.5103396551724119,-0.29348494163682093
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'morning'}",139,38,101,27.33812949640288,0.7547515566485833,-15.621125000000124,1.2651046992481172,-0.6306445898161245
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 12, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'power'}",91,32,59,35.16483516483517,1.0611820963509568,1.0407428571426607,0.5641037946428487,-0.288314891041161
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'all'}",1512,435,1077,28.76984126984127,0.7023394229994918,-94.08553214285709,0.5103396551724119,-0.29348494163682093
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'morning'}",139,38,101,27.33812949640288,0.7547515566485833,-15.621125000000124,1.2651046992481172,-0.6306445898161245
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'power'}",91,32,59,35.16483516483517,1.0611820963509568,1.0407428571426607,0.5641037946428487,-0.288314891041161
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'all'}",1512,435,1077,28.76984126984127,0.7023394229994918,-94.08553214285709,0.5103396551724119,-0.29348494163682093
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'morning'}",139,38,101,27.33812949640288,0.7547515566485833,-15.621125000000124,1.2651046992481172,-0.6306445898161245
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 12, 'momentum_filter': 'weak', 'trend_filter': True, 'time_filter': 'power'}",91,32,59,35.16483516483517,1.0611820963509568,1.0407428571426607,0.5641037946428487,-0.288314891041161
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'all'}",1414,419,995,29.632248939179632,0.7591270465061619,-68.77902142857127,0.5173308728264562,-0.28697553481694105
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'morning'}",138,39,99,28.26086956521739,0.7824585717078535,-13.722596428571567,1.2655842490842462,-0.6371755772005774
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': False, 'time_filter': 'power'}",87,31,56,35.63218390804598,1.019938172414672,0.3229178571426843,0.5328670506912365,-0.28921358418367227
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'all'}",1414,419,995,29.632248939179632,0.7591270465061619,-68.77902142857127,0.5173308728264562,-0.28697553481694105
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'morning'}",138,39,99,28.26086956521739,0.7824585717078535,-13.722596428571567,1.2655842490842462,-0.6371755772005774
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 16, 'momentum_filter': 'none', 'trend_filter': True, 'time_filter': 'power'}",87,31,56,35.63218390804598,1.019938172414672,0.3229178571426843,0.5328670506912365,-0.28921358418367227
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 16, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'all'}",1414,419,995,29.632248939179632,0.7591270465061619,-68.77902142857127,0.5173308728264562,-0.28697553481694105
"{'volume_mult': 2.5, 'atr_stop_mult': 1.5, 'risk_reward': 2.0, 'lookback': 16, 'momentum_filter': 'weak', 'trend_filter': False, 'time_filter': 'morning'}",138,39,99,28.26086956521739,0.7824585717078535,-13.722596428571567,1.2655842490842462,-0.6371755772005774
